benchmark_name,benchmark_role,benchmark_index,id,prompt,answer,family,family_short,template_subtype,selection_tier,teacher_solver_candidate,answer_type,num_examples,prompt_len_chars,hard_score,group_signature,query_raw,v1_focus_bucket,v1_exposure_band,v1_bucket_note,bit_structured_formula_name,bit_structured_formula_abstract_family,bit_not_structured_formula_name,bit_structured_formula_safe_support,bit_structured_formula_abstract_support,bit_not_structured_formula_safe_support,bit_no_candidate_positions,bit_multi_candidate_positions,query_hamming_bin,audit_priority_score,_source_name,_source_split,proxy_role,leaderboard_proxy_bucket,leaderboard_proxy_note,v3f_prediction,current_prediction,v3f_is_correct,current_is_correct
leaderboard_proxy_v1_set,leaderboard_proxy,30,873b8ea2,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11100101 -> 11110010
10000100 -> 01000010
01111111 -> 10111111
11101101 -> 11110110
01001111 -> 10100111
10111010 -> 01011101
01001001 -> 10100100
10011111 -> 11001111
01110100 -> 00111010
10110011 -> 11011001

Now, determine the output for: 11100100",01110010,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,rrot__ex10__qhwmid,11100100,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0,0,0,0,0,-1,5.0,binary_bias_specialized_set,specialized,v3f_only,supported_bijection,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,01110010,11110010,True,False
leaderboard_proxy_v1_set,leaderboard_proxy,31,04183bf9,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01100011 -> 10001101
00001000 -> 00100000
11000000 -> 00000011
10011000 -> 01100010
00001110 -> 00111000
10101011 -> 10101110
00110000 -> 11000000

Now, determine the output for: 00100100",10010000,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,7,447,3.0,unknown__ex7__qhwlow,00100100,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0,0,0,0,0,-1,5.5,binary_bias_specialized_set,specialized,v3f_only,supported_bijection,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,10010000,01001000,True,False
leaderboard_proxy_v1_set,leaderboard_proxy,32,b80795b4,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10100010 -> 00010000
11101010 -> 01010110
10001110 -> 01110000
00100001 -> 00001000
00100111 -> 00111000
01110111 -> 10111011
01110100 -> 10100011

Now, determine the output for: 01000010",00010000,bit_manipulation,binary,bit_other,manual_audit_priority,,binary8,7,447,3.0,unknown__ex7__qhwlow,01000010,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,binary:bit_other,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00010000,00010000,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,33,14fd5550,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.82s, distance = 68.88 m
For t = 1.59s, distance = 7.5 m
For t = 4.85s, distance = 69.74 m
Now, determine the falling distance for t = 4.13s given d = 0.5*g*t^2.",50.57,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin6__dec2,4.13,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,50.58,50.58,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,34,1f07abea,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.78s, distance = 31.01 m
For t = 1.32s, distance = 6.99 m
For t = 1.49s, distance = 8.91 m
Now, determine the falling distance for t = 2.19s given d = 0.5*g*t^2.",19.24,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin8__dec2,2.19,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,19.24,19.23,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,35,1f2f6b29,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.74s, distance = 45.59 m
For t = 1.49s, distance = 7.24 m
For t = 2.22s, distance = 16.06 m
Now, determine the falling distance for t = 3.0s given d = 0.5*g*t^2.",29.33,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin7__dec2,3.0,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,29.34,29.34,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,36,1f73f1f0,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.9s, distance = 34.52 m
For t = 2.51s, distance = 25.86 m
For t = 1.6s, distance = 10.51 m
Now, determine the falling distance for t = 4.46s given d = 0.5*g*t^2.",81.65,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin8__dec2,4.46,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,81.66,81.66,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,37,25c1baab,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.43s, distance = 129.9 m
For t = 1.08s, distance = 7.72 m
For t = 2.37s, distance = 37.18 m
Now, determine the falling distance for t = 1.7s given d = 0.5*g*t^2.",19.13,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin13__dec2,1.7,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,19.14,19.14,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,38,2894ae33,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.34s, distance = 6.54 m
For t = 4.68s, distance = 79.77 m
For t = 1.56s, distance = 8.86 m
Now, determine the falling distance for t = 4.17s given d = 0.5*g*t^2.",63.33,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin7__dec2,4.17,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,63.28,63.3,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,39,2a8ccc8a,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.25s, distance = 12.1 m
For t = 2.72s, distance = 57.3 m
For t = 1.24s, distance = 11.91 m
Now, determine the falling distance for t = 2.77s given d = 0.5*g*t^2.",59.42,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin15__dec2,2.77,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,59.46,59.4,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,40,2b54c39a,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.1s, distance = 11.64 m
For t = 1.98s, distance = 37.7 m
For t = 2.39s, distance = 54.93 m
Now, determine the falling distance for t = 3.02s given d = 0.5*g*t^2.",87.71,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin19__dec2,3.02,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,87.7,87.7,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,41,2cbb9290,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.95s, distance = 32.74 m
For t = 1.05s, distance = 9.49 m
For t = 2.24s, distance = 43.2 m
Now, determine the falling distance for t = 1.58s given d = 0.5*g*t^2.",21.49,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin17__dec2,1.58,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,21.49,21.49,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,42,2d4c4625,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.13s, distance = 4.14 m
For t = 4.69s, distance = 71.31 m
For t = 1.53s, distance = 7.59 m
Now, determine the falling distance for t = 3.76s given d = 0.5*g*t^2.",45.83,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin6__dec2,3.76,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,45.81,45.8,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,43,327cb428,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.03s, distance = 25.78 m
For t = 1.27s, distance = 4.53 m
For t = 1.18s, distance = 3.91 m
Now, determine the falling distance for t = 4.65s given d = 0.5*g*t^2.",60.72,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin6__dec2,4.65,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,60.73,60.73,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,44,34ffc4b7,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.09s, distance = 5.19 m
For t = 3.78s, distance = 62.47 m
For t = 1.47s, distance = 9.45 m
Now, determine the falling distance for t = 2.24s given d = 0.5*g*t^2.",21.94,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin9__dec2,2.24,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,21.92,21.93,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,45,38c65edb,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.41s, distance = 7.45 m
For t = 1.84s, distance = 12.69 m
For t = 4.53s, distance = 76.9 m
Now, determine the falling distance for t = 2.95s given d = 0.5*g*t^2.",32.61,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin7__dec2,2.95,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,32.64,32.64,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,46,4bef9829,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.37s, distance = 9.58 m
For t = 3.43s, distance = 60.08 m
For t = 2.95s, distance = 44.44 m
Now, determine the falling distance for t = 3.5s given d = 0.5*g*t^2.",62.56,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin10__dec2,3.5,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,62.55,62.55,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,47,5e6ee1d9,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.2s, distance = 23.59 m
For t = 1.21s, distance = 7.14 m
For t = 4.66s, distance = 105.84 m
Now, determine the falling distance for t = 4.1s given d = 0.5*g*t^2.",81.93,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin10__dec2,4.1,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,81.93,81.95,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,48,68450646,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.27s, distance = 41.75 m
For t = 2.5s, distance = 24.4 m
For t = 2.75s, distance = 29.53 m
Now, determine the falling distance for t = 1.97s given d = 0.5*g*t^2.",15.15,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin8__dec2,1.97,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,15.15,15.15,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,49,6f3ba33d,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.91s, distance = 15.1 m
For t = 3.33s, distance = 45.9 m
For t = 1.84s, distance = 14.01 m
Now, determine the falling distance for t = 2.66s given d = 0.5*g*t^2.",29.29,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin8__dec2,2.66,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,29.28,29.28,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,50,7a895e9c,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.93s, distance = 55.01 m
For t = 2.8s, distance = 50.23 m
For t = 1.74s, distance = 19.4 m
Now, determine the falling distance for t = 1.92s given d = 0.5*g*t^2.",23.62,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin13__dec2,1.92,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,23.62,23.62,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,51,88c170e5,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.57s, distance = 142.49 m
For t = 2.4s, distance = 39.3 m
For t = 3.32s, distance = 75.2 m
Now, determine the falling distance for t = 2.59s given d = 0.5*g*t^2.",45.77,gravity_constant,gravity,gravity_half_g_t2,verified_trace_ready,gravity_numeric_rule,numeric,3,283,0.0,gbin14__dec2,2.59,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,gravity:gravity_half_g_t2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,45.76,45.76,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,52,0b34281a,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
3 -> III
72 -> LXXII
51 -> LI
Now, write the number 95 in the Wonderland numeral system.",XCV,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade9__sub0,95,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XCV,XCV,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,53,16cec7b7,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
4 -> IV
94 -> XCIV
96 -> XCVI
Now, write the number 96 in the Wonderland numeral system.",XCVI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade9__sub0,96,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XCVI,XCVI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,54,16e7c742,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
39 -> XXXIX
66 -> LXVI
1 -> I
Now, write the number 12 in the Wonderland numeral system.",XII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade1__sub0,12,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XII,XII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,55,20d62620,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
67 -> LXVII
2 -> II
70 -> LXX
Now, write the number 21 in the Wonderland numeral system.",XXI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade2__sub0,21,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XXI,XXI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,56,21d9de4c,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
50 -> L
92 -> XCII
92 -> XCII
Now, write the number 45 in the Wonderland numeral system.",XLV,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade4__sub0,45,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XLV,XLV,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,57,2782750e,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
45 -> XLV
15 -> XV
17 -> XVII
Now, write the number 92 in the Wonderland numeral system.",XCII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade9__sub0,92,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XCII,XCII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,58,2b859c47,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
7 -> VII
21 -> XXI
44 -> XLIV
Now, write the number 13 in the Wonderland numeral system.",XIII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade1__sub0,13,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XIII,XIII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,59,3388581c,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
56 -> LVI
17 -> XVII
7 -> VII
Now, write the number 26 in the Wonderland numeral system.",XXVI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade2__sub0,26,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XXVI,XXVI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,60,487528d5,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
100 -> C
40 -> XL
42 -> XLII
Now, write the number 58 in the Wonderland numeral system.",LVIII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade5__sub0,58,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,LVIII,LVIII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,61,4ac1279b,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
50 -> L
100 -> C
84 -> LXXXIV
Now, write the number 71 in the Wonderland numeral system.",LXXI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade7__sub0,71,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,LXXI,LXXI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,62,4c8fbdda,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
70 -> LXX
60 -> LX
17 -> XVII
Now, write the number 62 in the Wonderland numeral system.",LXII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,206,0.0,decade6__sub0,62,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,LXII,LXII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,63,539bfe7c,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
6 -> VI
90 -> XC
72 -> LXXII
Now, write the number 47 in the Wonderland numeral system.",XLVII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade4__sub0,47,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XLVII,XLVII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,64,74f5e4b9,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
20 -> XX
66 -> LXVI
15 -> XV
Now, write the number 92 in the Wonderland numeral system.",XCII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade9__sub0,92,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XCII,XCII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,65,858921f6,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
4 -> IV
91 -> XCI
26 -> XXVI
Now, write the number 46 in the Wonderland numeral system.",XLVI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade4__sub0,46,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XLVI,XLVI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,66,874285f9,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
2 -> II
14 -> XIV
96 -> XCVI
Now, write the number 75 in the Wonderland numeral system.",LXXV,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade7__sub0,75,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,LXXV,LXXV,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,67,8848a9cd,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
70 -> LXX
23 -> XXIII
5 -> V
Now, write the number 61 in the Wonderland numeral system.",LXI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade6__sub0,61,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,LXI,LXI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,68,9b4f2f8b,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
7 -> VII
19 -> XIX
12 -> XII
Now, write the number 53 in the Wonderland numeral system.",LIII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade5__sub0,53,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,LIII,LIII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,69,a6ced392,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
18 -> XVIII
14 -> XIV
5 -> V
Now, write the number 16 in the Wonderland numeral system.",XVI,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade1__sub0,16,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XVI,XVI,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,70,aca1d581,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
6 -> VI
75 -> LXXV
70 -> LXX
Now, write the number 17 in the Wonderland numeral system.",XVII,roman_numeral,roman,roman_standard,verified_trace_ready,roman_standard,roman,3,205,0.0,decade1__sub0,17,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,roman:roman_standard,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,XVII,XVII,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,71,db6a5663,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
59}32 = 92
72""49 = 3528
71}11 = 83
92*64 = *28
11""43 = 473
Now, determine the result for: 31""95",2945,symbol_equation,symbol,numeric_2x2,verified_trace_ready,symbol_numeric_operator_formula,numeric,5,206,5.0,atypenumeric__alen4__risksafe,"31""95",,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,symbol:numeric_2x2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,2945,2945,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,72,2f485a40,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
20+44 = 2044
15}39 = 1539
35}43 = 3543
82+31 = 8231
Now, determine the result for: 18+67",1867,symbol_equation,symbol,numeric_2x2,verified_trace_ready,symbol_numeric_operator_formula,numeric,4,199,4.0,atypenumeric__alen4__risksafe,18+67,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,symbol:numeric_2x2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,1867,1867,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,73,54c9bde5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
52(28 = 79
50-78 = 5078
71\89 = \18
36-79 = 3679
87(18 = 104
Now, determine the result for: 30-64",3064,symbol_equation,symbol,numeric_2x2,verified_trace_ready,symbol_numeric_operator_formula,numeric,5,208,4.0,atypenumeric__alen4__risksafe,30-64,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,symbol:numeric_2x2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,3064,3064,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,74,27cec7a9,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
62!34 = 95
17%40 = %23
52:35 = 5235
52%99 = %47
90:55 = 9055
Now, determine the result for: 33:41",3341,symbol_equation,symbol,numeric_2x2,verified_trace_ready,symbol_numeric_operator_formula,numeric,5,208,3.0,atypenumeric__alen4__risksafe,33:41,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,symbol:numeric_2x2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,3341,3341,True,True
leaderboard_proxy_v1_set,leaderboard_proxy,75,5b06502f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
20!22 = 441
37^62 = 25
77!93 = 7162
16!70 = 1121
98<87 = 185
Now, determine the result for: 31!57",1768,symbol_equation,symbol,numeric_2x2,verified_trace_ready,symbol_numeric_operator_formula,numeric,5,208,3.0,atypenumeric__alen4__risksafe,31!57,,,,,,,,,,,,,,phase0_combined_eval_set,phase0,both_correct,symbol:numeric_2x2,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,1768,1768,True,True
