id,selection_tier,status,query_operator,same_operator_example_count,query_raw,answer,predicted_answer,prediction_count,candidate_predictions,gold_in_candidates,query_unseen_digits,group_combo_count,feasible_group_combo_count
df1e3788,manual_audit_priority,ok,*,2,>&*>#,>^>,>^>,1,>^>,True,,5184,4
5968bf6c,manual_audit_priority,ok,*,2,"(!*:""","(""/^","(""/^",1,"(""/^",True,,5474,4
d29e19a4,manual_audit_priority,ok,$,2,|'$>',?|,?|,1,?|,True,,5984,6
8e411cc7,manual_audit_priority,ok,!,2,$&!&},]]],]]],1,]]],True,,6864,2
a0db1e75,manual_audit_priority,ok,-,2,]<-`/,"-""!","-""!",1,"-""!",True,,8470,2
f80d2e10,manual_audit_priority,ok,?,2,&)?^{,{)^],{)^],1,{)^],True,,8712,6
24e1f1d5,manual_audit_priority,ok,+,1,^#+(!,^#(!,^#(!,1,^#(!,True,,2,1
9fc69c17,manual_audit_priority,ok,*,1,#'*:@,#':@,#':@,1,#':@,True,,3,2
23b0eb54,manual_audit_priority,ok,*,1,]/*:),]/:),]/:),1,]/:),True,,4,4
8a1bdd48,manual_audit_priority,ok,*,1,\@*#[,`\&[,`\&[,1,`\&[,True,,8,1
1d10ccaf,manual_audit_priority,ok,*,1,<(*{&,<({&,<({&,1,<({&,True,,14,14
0d4b2baa,manual_audit_priority,ok,*,1,:(*|#,:(|#,:(|#,1,:(|#,True,,15,7
f3c73290,manual_audit_priority,ok,*,1,!&*[>,`[$,`[$,1,`[$,True,,20,1
24b2d8eb,manual_audit_priority,ok,*,1,`!*/[,/[:`,/[:`,1,/[:`,True,,21,1
02a04b59,manual_audit_priority,ok,*,1,#>*]#,#>]#,#>]#,1,#>]#,True,,22,5
9fbd6a44,manual_audit_priority,ok,*,1,$$*>\,::'',::'',1,::'',True,,22,1
af018681,manual_audit_priority,ok,!,1,"\$!{""","\${""","\${""",1,"\${""",True,,22,9
065abaf6,manual_audit_priority,ok,+,1,:\+&/,&/:\,&/:\,1,&/:\,True,,24,1
08f6216d,manual_audit_priority,ok,+,1,>>+|>,|>>>,|>>>,1,|>>>,True,,24,7
d96607f8,manual_audit_priority,ok,*,1,"""!*<}","""!<}","""!<}",1,"""!<}",True,,24,4
e3bf0c2c,manual_audit_priority,ok,},1,@`}'',"""`","""`",1,"""`",True,,34,1
f52edbc1,manual_audit_priority,ok,+,1,'?+}?,?{,?{,1,?{,True,,36,1
5ad26838,manual_audit_priority,ok,-,1,/|-/{,-{,-{,1,-{,True,,44,1
dac75343,manual_audit_priority,ok,+,1,#@+@`,#@@`,#@@`,1,#@@`,True,,48,2
5bd9919c,manual_audit_priority,ok,<,1,]'<]`,]']`,]']`,1,]']`,True,,54,3
08111d57,manual_audit_priority,ok,+,1,^?+)],")""",")""",1,")""",True,,64,1
7eecd498,manual_audit_priority,ok,*,1,^:*`!,^:`!,^:`!,1,^:`!,True,,88,1
ca85809b,manual_audit_priority,ok,\,1,&&\%[,%!^&,%!^&,1,%!^&,True,,90,1
17093b07,manual_audit_priority,ok,+,1,:<+`},>{{,>{{,1,>{{,True,,96,1
b9b5a2c1,manual_audit_priority,ok,-,1,|#-`|,&`,&`,1,&`,True,,104,2
7d8f22b1,manual_audit_priority,ok,*,1,#)*>|,#)>|,#)>|,1,#)>|,True,,108,5
b4b73143,manual_audit_priority,ok,%,1,>!%!/,>\:,>\:,1,>\:,True,,108,1
6848a4e8,manual_audit_priority,ok,+,1,%|+<<,\$,\$,1,\$,True,,110,1
4e7e64a2,manual_audit_priority,ok,"""",1,"?>""!>",?&?%,?&?%,1,?&?%,True,,119,1
e483e127,manual_audit_priority,ok,},1,:]}#:,#''>,#''>,1,#''>,True,,119,1
28827821,manual_audit_priority,ok,+,1,!}+|/,}|^,}|^,1,}|^,True,,120,2
5a3eaf6f,manual_audit_priority,ok,<,1,"(?<\""","\{}""","\{}""",1,"\{}""",True,,144,1
bca230fd,manual_audit_priority,ok,`,1,!<`[$,!<[$,!<[$,1,!<[$,True,,144,6
95def4c4,manual_audit_priority,ok,+,1,''+&',\|,\|,1,\|,True,,180,1
e9f8559a,manual_audit_priority,ok,*,1,"!'*!""",!|:',!|:',1,!|:',True,,180,1
a4ee9fa6,manual_audit_priority,ok,+,1,|:+^@,^@|:,^@|:,1,^@|:,True,,192,3
02b8d816,manual_audit_priority,ok,+,1,>$+$>,>$$>,>$$>,1,>$$>,True,,204,70
d250fcc5,manual_audit_priority,ok,-,1,'&-)<,<%,<%,1,<%,True,,204,3
1342687b,manual_audit_priority,ok,*,1,%<*#(,<%#<,<%#<,1,<%#<,True,,216,2
6897f05e,manual_audit_priority,ok,+,1,:%+::,:%::,:%::,1,:%::,True,,216,2
2bca5e57,manual_audit_priority,ok,),1,@})^$,\}},\}},1,\}},True,,264,1
d3d30b86,manual_audit_priority,ok,+,1,!?+!$,!!$,!!$,1,!!$,True,,276,1
2ba4b99f,manual_audit_priority,ok,(,1,@|(\|,@:%>,@:%>,1,@:%>,True,,288,1
8dac3984,manual_audit_priority,ok,*,1,:!*:|,:!:|,:!:|,1,:!:|,True,,384,15
8ff1151c,manual_audit_priority,ok,|,1,()|)',"&(""&","&(""&",1,"&(""&",True,,384,1
f06547b1,manual_audit_priority,ok,!,1,""">!'%","[%""","[%""",1,"[%""",True,,384,1
3185fdeb,manual_audit_priority,ok,+,1,(%+|[,(%|[,(%|[,1,(%|[,True,,408,2
7cac497a,manual_audit_priority,ok,*,1,"<&*&""","%""""`","%""""`",1,"%""""`",True,,432,1
eac0e775,manual_audit_priority,ok,+,1,<(+<@,<@<(,<@<(,1,<@<(,True,,432,145
c413ac69,manual_audit_priority,ok,+,1,^}+}:,"{""]","{""]",1,"{""]",True,,484,1
0a3ee7c7,manual_audit_priority,ok,*,1,}\*%],\@)],\@)],1,\@)],True,,528,1
f4d3e67f,manual_audit_priority,ok,[,1,^{[%),%(,%(,1,%(,True,,576,4
57c845a6,manual_audit_priority,ok,-,1,>>-@`,]|,]|,1,]|,True,,588,1
434ca68a,manual_audit_priority,ok,@,1,]%@>%,%&&,%&&,1,%&&,True,,660,1
9eccbafd,manual_audit_priority,ok,#,1,""">#'`",@>,@>,1,@>,True,,693,4
81b6d789,manual_audit_priority,ok,*,1,@!*&),&)@!,&)@!,1,&)@!,True,,714,6
969a6b00,manual_audit_priority,ok,"""",1,"`^"">?",?!?>,?!?>,1,?!?>,True,,720,2
141a881e,manual_audit_priority,ok,*,1,@}*}%,//%',//%',1,//%',True,,748,1
982c0b42,manual_audit_priority,ok,*,1,"^&*""&",^}|%,^}|%,1,^}|%,True,,880,1
d7662688,manual_audit_priority,ok,*,1,]]*]&,]&]],]&]],1,]&]],True,,918,598
6de4855a,manual_audit_priority,ok,+,1,)'+'(,{|^,{|^,1,{|^,True,,1056,2
c9463bb4,manual_audit_priority,ok,*,1,/)*#<,)!!!,)!!!,1,)!!!,True,,1056,2
e585410a,manual_audit_priority,ok,+,1,"$""+!@","$""!@","$""!@",1,"$""!@",True,,1056,2
52be4988,manual_audit_priority,ok,+,1,&&+&`,'!,'!,1,'!,True,,1080,2
17fe003b,manual_audit_priority,ok,',1,^<'#`,"))""","))""",1,"))""",True,,1152,1
0cf301cf,manual_audit_priority,ok,],1,:#])<,{<,{<,1,{<,True,,1296,2
162ff61a,manual_audit_priority,ok,{,1,?>{]<,?!,?!,1,?!,True,,1296,6
d7bcb4a6,manual_audit_priority,ok,+,1,""">+>|",}{,}{,1,}{,True,,1296,6
811f5f56,manual_audit_priority,ok,:,1,(!:!@,\^^@,\^^@,1,\^^@,True,,1440,1
1a28140b,manual_audit_priority,ok,*,1,"""[*#/",%`&,%`&,1,%`&,True,,1500,1
d5a03a2e,manual_audit_priority,ok,),1,""""")&&",>>,>>,1,>>,True,,1728,2
91e9dc52,manual_audit_priority,ok,*,1,()*\$,$#)#,$#)#,1,$#)#,True,,1800,1
2f6531cb,manual_audit_priority,ok,\,1,@:\:',@::',@::',1,@::',True,,2178,368
11fee43b,manual_audit_priority,ok,*,1,&/*'&,]&'[,]&'[,1,]&'[,True,,2208,1
693432da,manual_audit_priority,ok,+,1,?(+>^,|>[,|>[,1,|>[,True,,2304,2
2b3540d8,manual_audit_priority,ok,*,1,"(:*?""",""":$""",""":$""",1,""":$""",True,,2640,2
17d62f7a,manual_audit_priority,ok,{,1,:&{@&,?|:|,?|:|,1,?|:|,True,,2856,6
1153ce4a,manual_audit_priority,ok,+,1,>`+\`,>|>,>|>,1,>|>,True,,3360,2
1f7cf3b9,manual_audit_priority,ok,*,1,)>*\^,\@:],\@:],1,\@:],True,,3360,2
9b4cffb2,manual_audit_priority,ok,+,1,))+@/,&@<,&@<,1,&@<,True,,3360,2
46c0e367,manual_audit_priority,ok,*,1,)&*[#,##[,##[,1,##[,True,,3696,2
923ac2b5,manual_audit_priority,ok,*,1,'[*@@,#'<@,#'<@,1,#'<@,True,,3780,5
4626d641,manual_audit_priority,ok,{,1,"!/{""?","@>"")","@>"")",1,"@>"")",True,,3888,6
4e8982d6,manual_audit_priority,ok,+,1,]]+?],/@:,/@:,1,/@:,True,,3933,3
9bfca34c,manual_audit_priority,ok,$,1,<{$>^,|>`,|>`,1,|>`,True,,4032,4
d350828e,manual_audit_priority,ok,:,1,"/{:""|",}!||,}!||,1,}!||,True,,4104,2
faf1121c,manual_audit_priority,ok,+,1,""")+@[",))[,))[,1,))[,True,,4332,1
e141dc83,manual_audit_priority,ok,+,1,&#+>:,:>,:>,1,:>,True,,4590,2
108067c3,manual_audit_priority,ok,|,1,['|<),$$`,$$`,1,$$`,True,,4608,4
8ca27f6f,manual_audit_priority,ok,-,1,]%-#@,(]%/,(]%/,1,(]%/,True,,4704,12
64c53621,manual_audit_priority,ok,*,1,`$*##,&>'$,&>'$,1,&>'$,True,,5184,3
c01cebb4,manual_audit_priority,ok,-,1,')-<$,-[},-[},1,-[},True,,5184,3
23c59364,manual_audit_priority,ok,[,1,"||["">",>/,>/,1,>/,True,,5808,4
30ac5c8e,manual_audit_priority,ok,+,1,@\+}?,)#?,)#?,1,)#?,True,,7128,3
0454705a,manual_audit_priority,ok,',1,(}'}|,%}|,%}|,1,%}|,True,,7392,4
8090718b,manual_audit_priority,ok,*,1,}'*?/,:/^?,:/^?,1,:/^?,True,,7392,2
712fe3e4,manual_audit_priority,ok,*,1,((*$$,:#$#,:#$#,1,:#$#,True,,7776,6
208d7838,manual_audit_priority,ok,-,1,[&-<>,[:,[:,1,[:,True,,7854,3
a34467bf,manual_audit_priority,ok,[,1,#?[(^,[\(,[\(,1,[\(,True,,7920,6
2613a77b,manual_audit_priority,ok,*,1,"""{*@!","""|%<","""|%<",1,"""|%<",True,,8712,5
afb53516,manual_audit_priority,ok,*,1,#%*</,<%&:,<%&:,1,<%&:,True,,8712,5
5e2581b6,manual_audit_priority,ok,+,1,'\+\[,]#,]#,1,]#,True,,8976,5
2d3547af,manual_audit_priority,ok,&,1,\$&\\,))^),))^),1,))^),True,,9108,5
8fdf7ccf,manual_audit_priority,ok,?,1,!<?$#,<$$%,<$$%,1,<$$%,True,,9216,4
7660ac93,manual_audit_priority,ok,*,1,!&*>!,{&,{&,1,{&,True,,13440,3
156e8c2c,manual_audit_priority,ok,+,3,#'+{',{[#,$#,1,$#,False,,3,1
43674aea,manual_audit_priority,ok,+,2,&#+&$,}#>,$&,1,$&,False,,30,1
fae3ee40,manual_audit_priority,ok,*,2,<#*&|,{$,|/',1,|/',False,,176,1
236a2204,manual_audit_priority,ok,*,2,{{*]),`>,&`,1,&`,False,,1344,10
d8d87a89,manual_audit_priority,ok,*,2,#<*'?,{,!{,1,!{,False,,6688,4
c37e694c,manual_audit_priority,ok,*,1,/{*{\,{&\\,&]&/,1,&]&/,False,,36,1
e3fbc768,manual_audit_priority,ok,/,1,{%/??,'(^),)[?:,1,)[?:,False,,48,1
e5e29014,manual_audit_priority,ok,-,1,>)-|),'%,>%|,1,>%|,False,,108,3
a12f00f4,manual_audit_priority,ok,+,1,)$+'`,$:[,"')'""",1,"')'""",False,,420,2
865eca43,manual_audit_priority,ok,-,1,`>-'>,',>,1,>,False,,432,1
3cf0f8cc,manual_audit_priority,ok,],1,&%]!/,%,}%,1,}%,False,,684,2
518deb39,manual_audit_priority,ok,-,1,$$-<>,$,^$,1,^$,False,,1960,3
3b97e6f6,manual_audit_priority,ok,-,1,>!-/',<,|>,1,|>,False,,5376,2
b06625c4,manual_audit_priority,ok,*,1,"""$*$]",^&/,<<,1,<<,False,,7392,5
a2b66927,manual_audit_priority,ok,-,1,)@-$|,{],@),1,@),False,,7920,6
c5bf415c,manual_audit_priority,ok,+,3,`<+^@,>:[,,2,>%|>:[,True,,13,1
339c28e1,manual_audit_priority,ok,+,3,<`+\>,&:&,,2,&:&|@::,True,,297,4
cc3ea471,manual_audit_priority,ok,-,3,{)-<},-!!,,2,-!!|-)!,True,,3240,2
fdbdf50c,manual_audit_priority,ok,-,3,|\-?|,"-\""",,2,"-\""|\""",True,,19008,4
b7e92a59,manual_audit_priority,ok,*,2,"""[*@|","""@|",,2,"""@|||[@",True,,4,2
035c4c40,manual_audit_priority,ok,-,2,?<-'#,??,,2,-??|??,True,,6,2
5f4b89b7,manual_audit_priority,ok,-,2,']->$,>\,,2,>\|\>,True,,6,2
afa9a53b,manual_audit_priority,ok,&,2,^^&:@,&%|,,2,&%'|&%|,True,,16,2
528b694b,manual_audit_priority,ok,<,2,>]<]),"""'",,2,"""'|<>^",True,,20,2
fba40625,manual_audit_priority,ok,',2,{>'?#,'>&,,2,'>&|>#,True,,28,2
c05828eb,manual_audit_priority,ok,-,2,)>-!@,-!|,,2,-!>|-!|,True,,30,1
5690981d,manual_audit_priority,ok,-,2,(`-&%,-](,,2,-(]|-](,True,,60,1
cf4c04c0,manual_audit_priority,ok,-,2,@|-#|,-[,,2,-[|[,True,,64,2
1520013c,manual_audit_priority,ok,>,2,{?>?[,[[,,2,>[[|[[,True,,96,3
0e2d6796,manual_audit_priority,ok,+,2,!)+'!,|)],,2,`)]||)],True,,140,8
cef50c24,manual_audit_priority,ok,$,2,`<$`/,?,,2,&?|?,True,,140,2
26258d8a,manual_audit_priority,ok,-,2,^&-^^,^,,2,&^|^,True,,192,2
7681df4d,manual_audit_priority,ok,-,2,&@-!!,<,,2,"""&|<",True,,240,3
fc2b2fc9,manual_audit_priority,ok,"""",2,"%<""<$",@:@,,2,@:@|`%,True,,252,1
022c4d73,manual_audit_priority,ok,?,2,:!?'/,!',,2,!'|?!',True,,288,3
a7836586,manual_audit_priority,ok,:,2,{|:%?,"%""",,2,"%""|:%""",True,,350,3
0b0a3643,manual_audit_priority,ok,-,2,'/-%),"""""",,2,"""""|-""""",True,,432,3
b3745e98,manual_audit_priority,ok,-,2,@\-|>,!',,2,!'|-!',True,,576,4
57712d01,manual_audit_priority,ok,-,2,$/-'{,-/<,,2,-/<|-</,True,,840,1
f297547e,manual_audit_priority,ok,-,2,))-)^,@},,2,@}|}@,True,,960,6
9634f949,manual_audit_priority,ok,],2,"%""]<@",^!^,,2,#<^|^!^,True,,1080,1
2d89386e,manual_audit_priority,ok,-,2,%]-$],:,,2,:|:@,True,,1536,2
4e67b066,manual_audit_priority,ok,-,2,`^-@(,-{^,,2,-{^|{^,True,,3432,3
b63d963c,manual_audit_priority,ok,+,2,""")+`)",<<!,,2,!<<|<<!,True,,4284,8
802c3591,manual_audit_priority,ok,<,2,)?<#`,"`""""""",,2,"@!#?|`""""""",True,,5488,5
f2209ca5,manual_audit_priority,ok,},2,$>}@/,>#<,,2,/#|>#<,True,,9072,12
cf79c10e,manual_audit_priority,ok,-,2,>]-#>,?(,,2,<>|?(,True,,12288,6
f624f57c,manual_audit_priority,ok,:,1,$@:$(,[,,2,[||[,True,,36,3
cca882b8,manual_audit_priority,ok,`,1,!{`>),>)<|,,2,#&#|>)<|,True,,48,2
610bf536,manual_audit_priority,ok,-,1,#}-#^,^,,2,#|^,True,,75,2
3d2cb38a,manual_audit_priority,ok,+,1,<}+#),}{,,2,\}<)|}{,True,,96,2
da062350,manual_audit_priority,ok,+,1,"?'+!""",<[,,2,<!|<[,True,,96,2
00457d26,manual_audit_priority,ok,-,1,[[-!',@&,,2,&@|@&,True,,99,2
6fcbf5fd,manual_audit_priority,ok,|,1,<)|`!,^`(,,2,)`|^`(,True,,108,2
875ddb60,manual_audit_priority,ok,-,1,<!-`{,"""<",,2,"""<|-""<",True,,182,1
6ec54946,manual_audit_priority,ok,+,1,/|+[],&>[&,,2,&>[&|>^|,True,,192,1
af7ec090,manual_audit_priority,ok,*,1,$\*'`,'''^,,2,&`}\|'''^,True,,198,4
a610040a,manual_audit_priority,ok,*,1,&@*@{,:(|:,,2,:(|:|{&&{,True,,396,3
7cc5442c,manual_audit_priority,ok,/,1,>'/#{,>#)>,,2,>#)>|>>(\,True,,528,2
7db0f3ee,manual_audit_priority,ok,*,1,%`*]%,[]|,,2,[]||{%[|,True,,528,1
06083e68,manual_audit_priority,ok,*,1,>\*:!,:::,,2,:::|>^:,True,,720,14
d25a49a0,manual_audit_priority,ok,-,1,&{-{|,}},,2,??|}},True,,896,3
7a422e17,manual_audit_priority,ok,@,1,"#`@{""",%'!,,2,"%'!|``}""",True,,968,2
ff121f08,manual_audit_priority,ok,+,1,!%+<<,#<,,2,#<|+#<,True,,1320,3
6f0a117d,manual_audit_priority,ok,-,1,]@-'[,-[\,,2,-[\|-\[,True,,1440,1
c7aae192,manual_audit_priority,ok,*,1,"\""*}}",">""(",,2,"#\>|>""(",True,,2304,18
a926d5d0,manual_audit_priority,ok,-,1,!#-&|,/<,,2,-/<|/<,True,,2376,3
a2ca3aae,manual_audit_priority,ok,*,1,</*[),\<?/,,2,:<?/|\<?/,True,,2400,4
bb9dd0ad,manual_audit_priority,ok,#,1,"""}#^/",/^//,,2,/^//|?\`/,True,,2420,1
c87ce9ea,manual_audit_priority,ok,),1,/:)(/,"""""%",,2,"""""%|%:%",True,,2592,4
6dacf247,manual_audit_priority,ok,\,1,?'\[',/,,2,/|/>,True,,2688,3
d600988d,manual_audit_priority,ok,-,1,}:-\},-<|,,2,-<||<|,True,,2720,6
35a562bd,manual_audit_priority,ok,*,1,#'*(',(%(?,,2,(%(?|(@)?,True,,2880,5
fcad9241,manual_audit_priority,ok,"""",1,"/'""/'",}?,,2,&?/|}?,True,,3264,12
ea04ed35,manual_audit_priority,ok,+,1,||+$&,"|""",,2,"""|||""",True,,3456,12
7c6fce02,manual_audit_priority,ok,#,1,'&#%>,:<,,2,:<|<:,True,,5148,2
0a2b9109,manual_audit_priority,ok,-,1,$[-^:,-?:,,2,-:?|-?:,True,,5632,3
a1503629,manual_audit_priority,ok,*,1,%<*@),@)[[,,2,@)%$|@)[[,True,,5760,4
eb0dcb97,manual_audit_priority,ok,-,1,"#}-""#",${,,2,${|-${,True,,7776,3
bcb0993a,manual_audit_priority,ok,-,1,"[(-""`",!!!,,2,!!!|:::,True,,8640,8
af95c8aa,manual_audit_priority,ok,+,1,}'+'$,'\],,2,"""\|'\]",True,,10880,6
11e77bf9,manual_audit_priority,ok,-,1,:!-&@,@',,2,-@'|@',True,,13464,6
1f64478c,manual_audit_priority,ok,+,3,#!+>\,:{,,2,$>|{>,False,,14,2
194695e8,manual_audit_priority,ok,-,1,!\-{<,%,,2,<!|{<,False,,432,3
3a7fe2a6,manual_audit_priority,ok,&,1,))&%|,&)!,,2,&)/|&)`,False,,2277,3
a8323497,manual_audit_priority,ok,},1,"'`}:""",$`,,2,!/|/!,False,,3920,4
b1733f3e,manual_audit_priority,ok,-,1,''-!],]/,,2,'&|-'&,False,,3960,5
750adc0c,manual_audit_priority,ok,/,1,((/!@,^/,,2,^|^:,False,,4590,4
2affe39c,manual_audit_priority,ok,+,1,"':+""?",(],,2,"(""'|((<",False,,6864,15
43ac121f,manual_audit_priority,ok,-,3,\(-({,-!],,3,-!$|-!)|-!],True,,4,1
0f6436da,manual_audit_priority,ok,+,3,'>+>$,$?,,3,$?|%?||/,True,,17,2
dbdbbaa3,manual_audit_priority,ok,+,3,>#+(>,>'',,3,'('|>''|>}',True,,42,2
59733f94,manual_audit_priority,ok,-,3,$/->/,/,,3,-/|-/{|/,True,,240,3
275b0f39,manual_audit_priority,ok,*,2,"%""*[#",[%[<,,3,%?\<|<[#<|[%[<,True,,10,1
bd01bfeb,manual_audit_priority,ok,-,2,"""#-&&",&^,,3,&^|'^|{^,True,,34,3
7db5c1af,manual_audit_priority,ok,',2,<<'(},'@:,,3,'@:|-@:|@:,True,,224,3
196ff375,manual_audit_priority,ok,\,2,%^\#@,@@@,,3,@:@|@<@|@@@,True,,350,3
38c7aca1,manual_audit_priority,ok,*,2,#{*&>,!!]{,,3,!!]{|!>>{|'>#{,True,,1536,26
758308ea,manual_audit_priority,ok,#,2,<(#<$,(,,3,'(|(|(',True,,5460,1
64b2cbb6,manual_audit_priority,ok,*,2,((*|<,*^#,,3,*^#|^#|^#-,True,,12276,4
4d04ce0c,manual_audit_priority,ok,&,1,?(&[},&:?,,3,&:?|-:?|:?,True,,68,3
f29193ea,manual_audit_priority,ok,!,1,"\>!""^",@%^,,3,%#>|@%^|\#/^,True,,348,9
bb1ee8e2,manual_audit_priority,ok,-,1,[/-?[,&,,3,$]|%&|&,True,,1512,4
94a8fe23,manual_audit_priority,ok,(,1,&%(:>,(\%,,3,(%:<|(>:|(\%,True,,2268,6
271a867c,manual_audit_priority,ok,-,1,<?-?{,:,,3,"""||:|}:",True,,2592,4
7a5cfe3e,manual_audit_priority,ok,-,1,&>-$$,-#>,,3,-#>|-&>|-[},True,,3528,3
f901d1cc,manual_audit_priority,ok,-,1,"&#-""`",-<),,3,&[|-<)|<),True,,5445,4
94e41495,manual_audit_priority,ok,-,1,|)->@,-|,,3,"-||-|""||",True,,7056,5
2de43f9f,manual_audit_priority,ok,+,1,'[+}>,'%,,3,%:>|'%|>!,True,,7920,8
2c9a8df6,manual_audit_priority,ok,-,1,&<-&&,-]\,,3,-<&]|-\|-]\,True,,8208,7
a266aeb5,manual_audit_priority,ok,-,1,@@-$],({,,3,({|}|}],True,,8316,4
9c697047,manual_audit_priority,ok,`,1,]{`'#,`:,,3,"`""}|`:|`:'",True,,8400,2
d67cbe5f,manual_audit_priority,ok,-,1,?)-)@,'@,,3,'@|-'@|-(^,True,,9504,6
e3890bf7,manual_audit_priority,ok,*,1,(^*{@,{@%],,3,$^#?|{@%&|{@&$,False,,66,2
a644f19d,manual_audit_priority,ok,:,1,%%:#<,#:,,3,#|#!|`},False,,2244,4
0d90736f,manual_audit_priority,ok,-,1,::-)[,:,,3,!:|-!:|/`,False,,9792,12
8494aad3,manual_audit_priority,ok,*,2,"])*<""","""`#&",,4,"""`#&|@@!@|]^^&|`!@",True,,7,2
8c4f70b6,manual_audit_priority,ok,-,2,^#-##,-@%,,4,"-""""$|-&%|-@#^|-@%",True,,616,11
7031716e,manual_audit_priority,ok,:,2,@?:(@,{[,,4,":@""|@""|@""-|{[",True,,6144,6
41554020,manual_audit_priority,ok,-,1,|:-}@,?:,,4,-:?|-?:|:?|?:,True,,16,2
c76fc189,manual_audit_priority,ok,-,1,>&-!!,-(<,,4,(<|-(<|-<(|<(,True,,42,2
175fc78a,manual_audit_priority,ok,*,1,^!*![,!)(',,4,!)('|'()!|<^!{|{!^<,True,,56,2
638f93ca,manual_audit_priority,ok,-,1,$<-]$,@,,4,/|@|`/|`@,True,,72,3
e2361a00,manual_audit_priority,ok,<,1,')<'),',,4,'|<'|<^|^,True,,115,5
684de068,manual_audit_priority,ok,-,1,"{""-)&","^""",,4,"""^|-""^|-^""|^""",True,,136,4
191ac967,manual_audit_priority,ok,!,1,}?!?$,!>,,4,!>|->|<>|>,True,,384,3
69eccfa5,manual_audit_priority,ok,-,1,$$-)|,\^,,4,-\^|-^\|\^|^\,True,,640,2
c934ffa1,manual_audit_priority,ok,@,1,"#""@""#",||,,4,)|||#||)|||,True,,988,23
64553a64,manual_audit_priority,ok,"""",1,"!@""`/",}#',,4,}!}|}#'|}`^|}}@,True,,4680,4
fa5dfa46,manual_audit_priority,ok,-,1,}^-`},-^},,4,-^@|-^}|^@|^},True,,5292,3
05bd2dab,manual_audit_priority,ok,[,1,'&[?!,[)),,4,))|))-|?\|[)),True,,6552,4
be7a9eb1,manual_audit_priority,ok,&,1,?]&[],[]`',,4,['>|[::?|[>??|[]`',True,,6776,2
7e3fefc6,manual_audit_priority,ok,-,1,((-:@,?,,4,-?|:}|?|@?,True,,10608,6
5c2ef0ae,manual_audit_priority,ok,*,1,/&*\?,'@,,4,'@|*'@|*(|*(#,True,,13464,5
912f9786,manual_audit_priority,ok,-,2,:^-&@,^/,,4,-:]|-]]|:]|]],False,,144,3
5e95a417,manual_audit_priority,ok,:,1,$]:]$,](>?,,4,(/||]?/|]|/?|]|{?,False,,7128,18
9081e954,manual_audit_priority,ok,},2,%{}(@,}{#,,5,"""'|""||%||'@|}{#",True,,60,2
76587d66,manual_audit_priority,ok,-,2,]`-]>,],,5,%`|/]|/^|]|^,True,,372,7
94367b1d,manual_audit_priority,ok,+,1,[[+|<,|',,5,'||>{|{>||'|||,True,,209,6
ca5db1c0,manual_audit_priority,ok,-,1,"(""-'|",^,,5,)@|-@%|@%|^|^?,True,,510,6
fe6da79d,manual_audit_priority,ok,*,1,{}*'!,:&]!,,5,$:#|:&]!|]\|{!|}#,True,,672,12
01b2aa67,manual_audit_priority,ok,+,1,|}+@},+},,5,"""}|+}|}|}""|}-",True,,11520,10
017a871e,manual_audit_priority,ok,-,1,"#!-""^",\:,,5,"!]]|#:|-#:|:!|^""",False,,7920,21
1ab54795,manual_audit_priority,ok,-,3,(|-\|,%,,6,%|-#|-%|-{|-|||,True,,2,1
dadc24d7,manual_audit_priority,ok,),2,[<){},{{,,6,%//|//%|/}|[[|{{|}/,True,,792,28
05109055,manual_audit_priority,ok,:,1,\(:|/,`>%/,,6,'\\\|@(/@|@|!|\@>|\@``|`>%/,True,,280,17
6e84a668,manual_audit_priority,ok,(,1,</(|),|!^{,,6,)^{|/!{{|/#{{|<<{^||!^{||'^{,True,,2304,9
8e6d01f1,manual_audit_priority,ok,!,1,"^:!>""",{},,6,]'|]'}^|]?|]{|{'|{},True,,10368,19
4d8df95b,manual_audit_priority,ok,-,2,??-??,),,6,-!!|-)|-))|-?|-??|?,False,,420,11
6c7f24b7,manual_audit_priority,ok,-,1,$'-^$,^,,6,$'|$^|'$|?||^$||?,False,,1056,7
54dbab41,manual_audit_priority,ok,+,1,`$+'),|$,,7,)$|)$})|[{$|[}$|{$||$|}$,True,,32,3
9925be81,manual_audit_priority,ok,[,1,]#[^),@}]),,7,#>!)|>!(^|>^|>^?]|?#()|@]?|^(@?,False,,192,8
810028f1,manual_audit_priority,ok,-,2,#&-[&,-&\,,8,-#\|-&\|-)\|-[(|-[(#|-`&|-`(|-`\,True,,192,17
b15368e8,manual_audit_priority,ok,+,2,\{+\`,^{,,8,"((|(^\|[(|\$|\[\|^\\|^{|{""",True,,286,16
0e3307ba,manual_audit_priority,ok,^,1,$/^{|,:$,,8,$|$$|$:|$<|:$|<$|<@|@<,True,,1824,5
7f4fc924,manual_audit_priority,ok,+,1,>>+#(,+[`,,8,+#[|+:|+:[|+[#|+[:|+[`|+`[|:,True,,2112,8
c9780577,manual_audit_priority,ok,+,1,\{+{|,)?,,8,)?|)|`|?@`|@?`|@|`|]|@|`!{!|`\,True,,9504,17
898bc85a,manual_audit_priority,ok,+,2,}?+?),^[[,,8,%)|%@[|%}[|)&|))|>)|@)|]@%,False,,437,11
ebc56423,manual_audit_priority,ok,-,3,[[-)},-(`,,9,-&%|-&:|-(&|-()|-([|-(`|-)`|->%|-`}&,True,,19,3
