id,selection_tier,answer,query_raw,safe_prediction,safe_prediction_count,safe_formula_count,safe_formulas,all_predictions
14917af8,manual_audit_priority,00010100,10100001,,7,28,"and(not(shl4),shr3)|choose(not(shl5),ror3,shr2)|choose(not(shl6),shr3,reverse)|choose(not(shl6),shr3,ror1)|choose(not(shl6),shr3,shl7)|choose(not(shl6),shr3,shr1)|choose(not(shl7),shr3,x)|choose(not(shr3),shr7,not(shl4))|choose(not(shr7),shr3,not(nibble_swap))|choose(not(shr7),shr3,not(ror1))|choose(not(shr7),shr3,not(x))|choose(not(shr7),shr3,rol2)|choose(not(shr7),shr3,rol3)|choose(not(shr7),shr3,ror2)|choose(shl4,shr4,shr3)|choose(shl5,shr2,ror3)|choose(shl6,reverse,shr3)|choose(shl6,ror1,shr3)|choose(shl6,shl7,shr3)|choose(shl6,shr1,shr3)|choose(shl7,x,shr3)|choose(shr7,rol2,shr3)|choose(shr7,rol3,shr3)|choose(shr7,ror2,shr3)|or(shr3,shr7)|or(shr3,shr7)|shr3|shr3",00000100|00000101|00010100|00010101|00110100|01010100|10010100
20abedb7,manual_audit_priority,00010000,00001100,00010000,1,4,"and(rol1,rol2)|and(rol1,rol2)|choose(not(rol2),shr7,rol1)|choose(rol2,rol1,shr7)",00010000
303d2e72,manual_audit_priority,00000000,00111101,00000000,1,4,"and(rol2,shr5)|and(rol2,shr5)|choose(not(shr5),shr7,rol2)|choose(shr5,rol2,shr7)",00000000
4ccf511a,answer_only_keep,00000011,00001110,00000011,1,1,"choose(not(shl1),not(shl4),nibble_swap)",00000011
4e5df314,manual_audit_priority,00100010,01000100,00100010,1,6,"choose(not(rol1),shr1,ror1)|choose(not(rol2),shr1,ror1)|choose(not(ror3),shr1,ror1)|choose(rol1,ror1,shr1)|choose(rol2,ror1,shr1)|choose(ror3,ror1,shr1)",00100010
524b744b,answer_only_keep,11111011,11101111,11111011,1,1,"choose(not(ror3),not(shl6),ror2)",11111011
5a6dd286,manual_audit_priority,10111100,10010110,,2,6,"majority(not(shl7),rol1,rol3)|majority(not(shl7),rol3,shl1)|or(rol1,rol3)|or(rol1,rol3)|or(rol3,shl1)|or(rol3,shl1)",10111100|10111101
626a2762,manual_audit_priority,01000101,00110111,,2,6,"and(not(shl3),ror2)|choose(not(shl3),ror2,shl7)|choose(not(shl3),ror2,shr4)|choose(shl3,shl7,ror2)|choose(shl3,shr4,ror2)|choose(shl3,shr5,ror2)",01000101|11000101
69cbffdf,answer_only_keep,00000010,11011000,00000010,1,2,"and(rol2,shr5)|and(rol2,shr5)",00000010
6c7299c2,manual_audit_priority,10000111,01110001,,2,4,"choose(not(shl7),shr4,x)|choose(shl7,x,shr4)|xor(not(shl7),not(shr4))|xor(shl7,shr4)",00000111|10000111
6e2311e1,answer_only_keep,10000000,11011001,10000000,1,2,"choose(not(shr1),ror1,shr6)|choose(shr1,shr6,ror1)",10000000
6ecc51b1,answer_only_keep,00101101,10010100,00101101,1,1,"choose(not(ror3),not(shl4),nibble_swap)",00101101
7669569d,answer_only_keep,01100010,00100110,01100010,1,4,"choose(not(shl7),nibble_swap,not(rol2))|choose(not(shl7),nibble_swap,not(x))|or(nibble_swap,shl7)|or(nibble_swap,shl7)",01100010
78cf1c8f,answer_only_keep,00000100,01101000,00000100,1,2,"choose(not(shr3),ror3,shr4)|choose(shr3,shr4,ror3)",00000100
813f2402,manual_audit_priority,00000011,01110001,,2,5,"choose(not(shl3),rol3,shl7)|choose(not(shl7),shr5,not(ror3))|choose(shl3,shl7,rol3)|shr5|shr5",00000011|10000011
8cf926ca,answer_only_keep,00110111,11000101,00110111,1,1,"choose(not(ror3),not(shl6),ror2)",00110111
9ab82dfb,manual_audit_priority,10011100,11100110,,2,6,"choose(not(ror3),shl6,not(shl5))|choose(not(shl6),shr3,not(reverse))|choose(not(shl6),shr3,not(shl7))|choose(ror3,shr3,shl6)|xor(not(shl6),not(shr3))|xor(shl6,shr3)",00011100|10011100
9d4f1368,manual_audit_priority,00000001,00101100,00000001,1,4,"and(rol3,ror3)|and(rol3,ror3)|choose(not(ror3),shl7,rol3)|choose(ror3,rol3,shl7)",00000001
b76fd053,manual_audit_priority,11100111,00110000,11100111,1,4,"choose(not(shr7),not(shr1),nibble_swap)|choose(not(shr7),not(shr1),rol3)|choose(not(shr7),not(shr1),ror3)|or(not(shr1),shr7)",11100111
c4d2cf2c,answer_only_keep,11000000,10110111,11000000,1,2,shl6|shl6,11000000
d6844056,manual_audit_priority,00001011,10110001,,9,35,"and(not(shl3),shr4)|choose(nibble_swap,not(shl4),shl7)|choose(nibble_swap,shr4,shl7)|choose(not(shl3),shr4,shl7)|choose(not(shl4),nibble_swap,shr3)|choose(not(shl5),shr4,shl7)|choose(not(shl5),shr4,shr2)|choose(not(shl6),shr4,reverse)|choose(not(shl6),shr4,ror1)|choose(not(shl6),shr4,shl7)|choose(not(shl6),shr4,shr1)|choose(not(shl7),shr4,not(rol1))|choose(not(shl7),shr4,not(rol2))|choose(not(shl7),shr4,rol3)|choose(not(shl7),shr4,x)|choose(not(shr6),shr4,rol1)|choose(not(shr6),shr4,shr7)|choose(not(shr7),shr4,not(ror2))|choose(not(shr7),shr4,ror1)|choose(shl3,shl7,shr4)|choose(shl3,shr5,shr4)|choose(shl4,shr3,nibble_swap)|choose(shl5,shl7,shr4)|choose(shl5,shr2,shr4)|choose(shl6,reverse,shr4)|choose(shl6,ror1,shr4)|choose(shl6,shl7,shr4)|choose(shl6,shr1,shr4)|choose(shl7,rol3,shr4)|choose(shl7,x,shr4)|choose(shr6,rol1,shr4)|choose(shr6,shr7,shr4)|choose(shr7,ror1,shr4)|shr4|shr4",00000011|00001001|00001010|00001011|00011011|00101011|01001011|10000011|10001011
e52fb8bd,answer_only_keep,00110011,11011101,00110011,1,2,"and(rol2,ror3)|and(rol2,ror3)",00110011
ef37f544,manual_audit_priority,10000000,11100101,,2,4,"and(rol2,shl5)|and(rol2,shl5)|majority(shl2,shl5,shr5)|majority(shl2,shl5,shr5)",10000000|10000100
55f5e590,answer_only_keep,10001111,11111111,10001111,1,1,"xor(not(shl4),shl7)",10001111
025abbbb,manual_audit_priority,00000001,10001100,,2,4,"choose(not(shr6),shl6,shr7)|choose(shr6,shr7,shl6)|xor(not(shl6),not(shr7))|xor(shl6,shr7)",00000000|00000001
0df8306a,manual_audit_priority,10000000,10010000,,2,3,"choose(not(shr5),rol3,shr6)|choose(not(shr6),shl3,not(ror2))|choose(shr5,shr6,rol3)",10000000|10000010
0e7f299d,answer_only_keep,01010010,00100101,01010010,1,4,"choose(not(shr6),nibble_swap,not(reverse))|choose(not(shr6),nibble_swap,not(shr7))|or(nibble_swap,shr6)|or(nibble_swap,shr6)",01010010
132ec6ae,manual_audit_priority,11101100,00100111,,2,4,"choose(not(shr7),not(ror1),not(x))|choose(not(shr7),not(shr1),not(x))|or(not(ror1),shr7)|or(not(shr1),shr7)",01101100|11101100
13c8ae90,manual_audit_priority,00110000,01110001,,2,12,"and(not(shl3),ror1)|and(not(shl3),shr1)|choose(not(shl3),ror1,shl7)|choose(not(shl3),ror1,shr4)|choose(not(shl3),shr1,shl7)|choose(not(shl3),shr1,shr4)|choose(shl3,shl7,ror1)|choose(shl3,shl7,shr1)|choose(shl3,shr4,ror1)|choose(shl3,shr4,shr1)|choose(shl3,shr5,ror1)|choose(shl3,shr5,shr1)",00110000|10110000
1496dfeb,manual_audit_priority,00000000,00011110,00000000,1,4,"and(rol2,ror2)|and(rol2,ror2)|choose(not(rol2),shl7,ror2)|choose(rol2,ror2,shl7)",00000000
18564041,answer_only_keep,00000000,00000010,00000000,1,2,"and(nibble_swap,shr3)|and(nibble_swap,shr3)",00000000
1d08947a,manual_audit_priority,10010100,01100101,,3,8,"and(not(shl7),shl2)|choose(not(shl6),shl2,not(ror1))|choose(not(shl7),shl2,not(ror2))|choose(not(shl7),shl2,rol1)|choose(shl7,rol1,shl2)|choose(shl7,shr1,shl2)|shl2|shl2",00010100|10010100|11010100
20924dd4,answer_only_keep,10110000,00101011,10110000,1,2,"choose(not(shr4),nibble_swap,shr5)|choose(shr4,shr5,nibble_swap)",10110000
214d0570,manual_audit_priority,10111111,10010111,,5,20,"choose(nibble_swap,not(shr7),not(shl6))|choose(not(ror1),not(shl6),not(shl5))|choose(not(shl6),not(shl7),nibble_swap)|choose(not(shl6),not(shl7),not(ror3))|choose(not(shl6),not(shl7),rol2)|choose(not(shl6),not(shl7),x)|choose(not(shl7),not(shl6),nibble_swap)|choose(not(shl7),not(shl6),not(rol1))|choose(not(shl7),not(shl6),not(rol3))|choose(not(shl7),not(shl6),not(ror3))|choose(not(shl7),not(shl6),rol2)|choose(not(shl7),not(shl6),x)|majority(not(rol3),not(shl5),not(shl6))|majority(not(shl5),not(shl6),not(shr1))|or(nibble_swap,not(shl6))|or(not(ror3),not(shl6))|or(not(shl6),rol2)|or(not(shl6),shl7)|or(not(shl6),x)|xor(not(shl6),shl7)",00011111|00111111|01111110|01111111|10111111
2460c01a,manual_audit_priority,10111010,11101011,,2,8,"choose(not(ror2),shl7,not(shl6))|choose(not(shl7),shr2,rol1)|choose(not(shl7),shr2,x)|choose(ror2,shr2,shl7)|choose(shl7,rol1,shr2)|choose(shl7,x,shr2)|xor(not(shl7),not(shr2))|xor(shl7,shr2)",00111010|10111010
24b60af3,answer_only_keep,00000010,00010001,00000010,1,2,"choose(not(rol3),shr3,ror3)|choose(rol3,ror3,shr3)",00000010
288c7eca,manual_audit_priority,01111111,10110101,,2,2,"choose(not(shl6),not(shl7),ror1)|xor(not(shl6),shl7)",00111111|01111111
2a253b6c,answer_only_keep,00000111,11011001,00000111,1,1,"choose(nibble_swap,rol2,not(shl2))",00000111
2a5d4790,manual_audit_priority,11111111,01111111,,2,6,"choose(nibble_swap,not(shl7),shr1)|choose(not(ror1),nibble_swap,not(shl6))|choose(not(shr1),nibble_swap,not(shl6))|choose(ror1,shr1,nibble_swap)|or(nibble_swap,shr1)|or(nibble_swap,shr1)",01111111|11111111
2b3e06c9,manual_audit_priority,00111111,11111100,,2,11,"choose(not(ror2),shl7,not(shl6))|choose(not(ror3),ror2,shr2)|choose(not(shl7),shr2,nibble_swap)|choose(not(shl7),shr2,not(ror3))|choose(not(shr7),shr2,ror1)|choose(ror2,shr2,shl7)|choose(ror3,shr2,ror2)|choose(shl7,nibble_swap,shr2)|choose(shr7,ror1,shr2)|shr2|shr2",00111110|00111111
31063a4d,manual_audit_priority,00000000,01100000,,2,4,"choose(not(shl1),rol1,shr2)|choose(not(shr2),shr6,rol1)|choose(shl1,shr2,rol1)|choose(shr2,rol1,shr6)",00000000|00000001
322c6169,manual_audit_priority,01100011,11000111,,2,4,"majority(rol2,ror1,shl5)|majority(rol2,ror1,shl5)|majority(rol2,shl5,shr1)|majority(rol2,shl5,shr1)",01100011|11100011
323b9f56,manual_audit_priority,01100011,11110110,,3,5,"choose(nibble_swap,not(shr4),shr6)|choose(nibble_swap,shl4,shr6)|choose(not(shr6),shl4,not(ror3))|xor(not(shl4),not(shr6))|xor(shl4,shr6)",01100000|01100001|01100011
3456da40,manual_audit_priority,00001111,00111101,,3,10,"choose(not(ror1),ror2,shr2)|choose(not(shl7),shr2,not(ror3))|choose(not(shl7),shr2,not(x))|choose(not(shl7),shr2,rol1)|choose(not(shr7),shr2,x)|choose(ror1,shr2,ror2)|choose(shl7,rol1,shr2)|choose(shr7,x,shr2)|shr2|shr2",00001111|01001111|10001111
3595c82c,answer_only_keep,10011011,10000110,10011011,1,1,"choose(nibble_swap,rol1,not(shl1))",10011011
3a72f760,answer_only_keep,10101101,11011010,10101101,1,2,"or(nibble_swap,shl6)|or(nibble_swap,shl6)",10101101
3cfc5f9c,answer_only_keep,01110111,11101111,01110111,1,1,"xor(not(shl3),shl4)",01110111
3f4f7b9b,manual_audit_priority,01111111,11111010,,2,18,"and(not(shl6),not(shl7))|choose(not(reverse),not(shl6),not(shl7))|choose(not(rol2),not(shl6),not(shl7))|choose(not(ror1),not(shl6),not(shl7))|choose(not(shl6),not(shl7),reverse)|choose(not(shl6),not(shl7),rol2)|choose(not(shl6),not(shl7),rol3)|choose(not(shl6),not(shl7),ror1)|choose(not(shl6),not(shl7),ror3)|choose(not(shl7),not(shl6),nibble_swap)|choose(not(shl7),not(shl6),not(rol2))|choose(not(shl7),not(shl6),rol1)|choose(not(shl7),not(shl6),rol3)|choose(not(shl7),not(shl6),ror3)|choose(not(shl7),not(shl6),x)|majority(not(shl6),not(shl7),rol3)|majority(not(shl6),not(shl7),ror3)|xor(not(shl6),shl7)",01111111|11111111
405262aa,manual_audit_priority,00000100,01100110,,2,6,"and(rol1,shr4)|and(rol1,shr4)|choose(not(shr4),shr6,rol1)|choose(shr4,rol1,shr6)|majority(rol1,shl7,shr4)|majority(rol1,shl7,shr4)",00000100|00000101
45bc0187,manual_audit_priority,00000000,01000111,00000000,1,4,"and(nibble_swap,shr3)|and(nibble_swap,shr3)|majority(nibble_swap,shr3,shr7)|majority(nibble_swap,shr3,shr7)",00000000
46ae00b4,answer_only_keep,11100010,01110111,11100010,1,2,"choose(not(shr3),ror3,shr5)|choose(shr3,shr5,ror3)",11100010
4fb6838e,manual_audit_priority,10000101,10101011,,5,17,"choose(not(shl3),rol3,shl7)|choose(not(shl4),shr5,shl7)|choose(not(shl6),shr5,ror1)|choose(not(shl6),shr5,shl7)|choose(not(shl7),shr5,not(rol2))|choose(not(shl7),shr5,not(ror3))|choose(not(shl7),shr5,not(x))|choose(not(shl7),shr5,rol1)|choose(not(shr5),shl7,not(shl2))|choose(shl3,shl7,rol3)|choose(shl4,shl7,shr5)|choose(shl6,ror1,shr5)|choose(shl6,shl7,shr5)|choose(shl7,rol1,shr5)|majority(not(shl2),shl7,shr5)|xor(not(shl7),not(shr5))|xor(shl7,shr5)",00000001|00000101|10000001|10000101|11000101
50a0c4b6,manual_audit_priority,10111101,11000110,,2,2,"majority(not(shr1),not(shr7),shr2)|or(not(shr1),shr2)",10111100|10111101
51a78467,manual_audit_priority,11000111,01011111,11000111,1,2,"choose(not(shl3),not(shl7),shl6)|xor(not(shl3),shl6)",11000111
52862572,answer_only_keep,00000010,01011010,00000010,1,1,"choose(not(ror1),not(shl3),rol3)",00000010
52a052a0,manual_audit_priority,00010001,00101111,00010001,1,8,"and(rol3,ror1)|and(rol3,ror1)|choose(not(rol3),shr7,ror1)|choose(not(ror1),shr7,rol3)|choose(rol3,ror1,shr7)|choose(ror1,rol3,shr7)|majority(rol3,ror1,shr7)|majority(rol3,ror1,shr7)",00010001
5309f723,answer_only_keep,00001011,00101011,00001011,1,1,"xor(not(shl2),shl3)",00001011
5356c59d,answer_only_keep,01111111,01100000,01111111,1,1,"xor(not(shl2),shl7)",01111111
546b90de,manual_audit_priority,11100111,11001110,11100111,1,2,"choose(not(rol2),not(shl7),ror1)|choose(not(rol2),not(shl7),shr1)",11100111
55014a7a,manual_audit_priority,01010000,00110101,01010000,1,4,"and(nibble_swap,rol2)|and(nibble_swap,rol2)|choose(nibble_swap,rol2,shr7)|choose(nibble_swap,rol2,shr7)",01010000
55fbd1ad,manual_audit_priority,00100100,01001001,,2,8,"choose(not(shl7),shl2,not(nibble_swap))|choose(not(shl7),shl2,not(ror3))|choose(not(shl7),shl2,rol3)|choose(not(shl7),shl2,ror2)|choose(shl7,rol3,shl2)|choose(shl7,ror2,shl2)|shl2|shl2",00100100|10100100
5a1179ee,manual_audit_priority,10000101,10111001,,2,6,"choose(not(shl6),shr5,shl7)|choose(not(shl7),shr5,not(nibble_swap))|choose(not(shl7),shr5,not(ror3))|choose(shl6,shl7,shr5)|xor(not(shl7),not(shr5))|xor(shl7,shr5)",00000101|10000101
5cbe919f,manual_audit_priority,00000000,10011001,,3,6,"and(ror2,shr4)|and(ror2,shr4)|choose(not(ror2),shl7,shr4)|choose(ror2,shr4,shl7)|majority(ror2,shr4,shr7)|majority(ror2,shr4,shr7)",00000000|00000001|10000000
5dffe751,manual_audit_priority,01100000,11010110,,2,21,"and(not(shr3),shl4)|choose(not(shl3),shl4,nibble_swap)|choose(not(shl4),shl7,not(shr3))|choose(not(shl7),shl4,not(x))|choose(not(shl7),shl4,rol2)|choose(not(shr5),shl4,shl2)|choose(not(shr6),shl4,shl1)|choose(not(shr7),shl4,not(rol3))|choose(not(shr7),shl4,not(ror3))|choose(not(shr7),shl4,x)|choose(shl3,nibble_swap,shl4)|choose(shl7,rol2,shl4)|choose(shr3,shl5,shl4)|choose(shr5,shl2,shl4)|choose(shr6,shl1,shl4)|choose(shr7,x,shl4)|majority(not(shr3),shl4,shr7)|or(shl4,shl7)|or(shl4,shl7)|shl4|shl4",01100000|01100001
6201374a,manual_audit_priority,10100000,00001010,,2,39,"and(not(shr3),shl4)|choose(not(shl3),shl4,nibble_swap)|choose(not(shl4),shl7,not(shr3))|choose(not(shl6),shl4,not(rol1))|choose(not(shl6),shl4,x)|choose(not(shl7),shl4,not(rol2))|choose(not(shl7),shl4,not(ror2))|choose(not(shl7),shl4,not(x))|choose(not(shl7),shl4,rol1)|choose(not(shl7),shl4,rol3)|choose(not(shl7),shl4,ror3)|choose(not(shr4),nibble_swap,shr7)|choose(not(shr5),shl4,shl2)|choose(not(shr5),shl4,shr7)|choose(not(shr6),shl4,reverse)|choose(not(shr6),shl4,rol1)|choose(not(shr6),shl4,shl1)|choose(not(shr6),shl4,shr7)|choose(not(shr7),shl4,not(ror3))|choose(not(shr7),shl4,x)|choose(shl3,nibble_swap,shl4)|choose(shl6,x,shl4)|choose(shl7,rol1,shl4)|choose(shl7,rol3,shl4)|choose(shl7,ror3,shl4)|choose(shr3,shl5,shl4)|choose(shr4,shr7,nibble_swap)|choose(shr5,shl2,shl4)|choose(shr5,shr7,shl4)|choose(shr6,reverse,shl4)|choose(shr6,rol1,shl4)|choose(shr6,shl1,shl4)|choose(shr6,shr7,shl4)|choose(shr7,x,shl4)|majority(not(shr3),shl4,shr7)|or(shl4,shl7)|or(shl4,shl7)|shl4|shl4",00100000|10100000
6617d3b0,manual_audit_priority,00000000,11000100,,2,6,"and(nibble_swap,rol2)|and(nibble_swap,rol2)|choose(nibble_swap,rol2,shl7)|choose(nibble_swap,rol2,shl7)|majority(nibble_swap,rol2,shr7)|majority(nibble_swap,rol2,shr7)",00000000|00000001
679af1e1,answer_only_keep,11000001,01101111,11000001,1,2,"choose(not(shr2),ror2,shr6)|choose(shr2,shr6,ror2)",11000001
68614b78,answer_only_keep,00001110,10001100,00001110,1,1,"choose(not(ror3),not(shl3),rol3)",00001110
6adef1ef,manual_audit_priority,11111101,11110101,,2,10,"and(not(shl7),ror2)|choose(not(rol2),shr2,ror2)|choose(not(ror2),shr7,not(shl7))|choose(not(shl7),ror2,not(rol3))|choose(not(shl7),ror2,rol2)|choose(rol2,ror2,shr2)|choose(shl7,rol2,ror2)|choose(shl7,shr1,ror2)|xor(not(ror2),not(shl7))|xor(ror2,shl7)",01111101|11111101
719b314e,manual_audit_priority,10010010,01101001,10010010,1,6,"and(nibble_swap,rol1)|and(nibble_swap,rol1)|choose(nibble_swap,rol1,shl7)|choose(nibble_swap,rol1,shl7)|choose(nibble_swap,rol1,shr7)|choose(nibble_swap,rol1,shr7)",10010010
733a819b,answer_only_keep,00111011,10111100,00111011,1,3,"choose(not(shl2),nibble_swap,not(shl4))|xor(nibble_swap,shl2)|xor(nibble_swap,shl2)",00111011
736ae137,answer_only_keep,01001100,10111001,01001100,1,2,"and(rol3,ror2)|and(rol3,ror2)",01001100
739451ab,answer_only_keep,11011111,00010100,11011111,1,1,"xor(not(shl3),shl5)",11011111
751d48a2,answer_only_keep,00100000,00000010,00100000,1,2,"choose(not(shr4),nibble_swap,shr7)|choose(shr4,shr7,nibble_swap)",00100000
78616706,manual_audit_priority,00000111,00111001,,2,6,"choose(not(shl5),ror3,shl7)|choose(not(shl6),shr3,shl7)|choose(not(shl7),shr3,rol3)|choose(shl5,shl7,ror3)|choose(shl6,shl7,shr3)|choose(shl7,rol3,shr3)",00000111|10000111
790e0153,answer_only_keep,11101011,11000111,11101011,1,1,"choose(not(shr3),not(shr4),not(shl4))",11101011
796c8b63,manual_audit_priority,11111101,00110111,11111101,1,3,"choose(not(shl1),not(rol1),not(shr4))|choose(not(shr4),not(shr7),not(shl1))|majority(not(rol1),not(shr4),not(shr6))",11111101
7987a44b,manual_audit_priority,00010001,11000010,,2,6,"choose(not(shr7),shl3,ror2)|choose(not(shr7),shl3,x)|choose(shr7,ror2,shl3)|choose(shr7,x,shl3)|xor(not(shl3),not(shr7))|xor(shl3,shr7)",00010000|00010001
7abab429,manual_audit_priority,00000000,11101111,,2,8,"and(nibble_swap,shr7)|and(nibble_swap,shr7)|and(not(rol2),shr7)|and(not(rol3),shr7)|choose(shr5,shl3,shr7)|choose(shr6,shl2,shr7)|majority(nibble_swap,shl7,shr7)|majority(nibble_swap,shl7,shr7)",00000000|10000000
846176af,answer_only_keep,01000000,01100111,01000000,1,2,"and(nibble_swap,shl6)|and(nibble_swap,shl6)",01000000
847d8897,manual_audit_priority,00000000,10010010,00000000,1,4,"and(rol2,shr2)|and(rol2,shr2)|choose(not(rol2),shl7,shr2)|choose(rol2,shr2,shl7)",00000000
85af23eb,answer_only_keep,00001111,11111110,00001111,1,1,"xor(not(shl3),shl7)",00001111
8bf273f5,answer_only_keep,11110101,01111110,11110101,1,1,"choose(not(rol3),not(shl2),rol2)",11110101
8f52b3de,manual_audit_priority,10010001,11110010,,2,12,"choose(not(shl3),shr7,not(shl7))|choose(not(shl3),shr7,not(shr4))|choose(not(shr5),rol3,shr7)|choose(not(shr7),shl3,not(rol2))|choose(not(shr7),shl3,not(x))|choose(not(shr7),shl3,ror2)|choose(not(shr7),shl3,ror3)|choose(shr5,shr7,rol3)|choose(shr7,ror2,shl3)|choose(shr7,ror3,shl3)|xor(not(shl3),not(shr7))|xor(shl3,shr7)",10010000|10010001
98c4eb34,manual_audit_priority,00100000,01001100,00100000,1,4,"and(rol2,ror1)|and(rol2,ror1)|choose(not(rol2),shr7,ror1)|choose(rol2,ror1,shr7)",00100000
9cfc388d,answer_only_keep,10100010,10111010,10100010,1,2,"choose(not(shl2),rol2,shl4)|choose(shl2,shl4,rol2)",10100010
a0ffbfd2,answer_only_keep,11000111,01011101,11000111,1,1,"choose(not(shl3),not(shl4),nibble_swap)",11000111
a2eb7c6f,manual_audit_priority,00001101,01101101,,2,8,"and(not(shr5),shr3)|choose(not(shr5),shr3,shr7)|choose(not(shr6),shr3,not(x))|choose(not(shr7),shr3,not(x))|choose(shr5,shl3,shr3)|choose(shr5,shr7,shr3)|shr3|shr3",00001100|00001101
a30a5e37,manual_audit_priority,00000001,11000010,00000001,1,4,"and(rol1,rol2)|and(rol1,rol2)|choose(not(rol2),shl7,rol1)|choose(rol2,rol1,shl7)",00000001
aa2e26f1,answer_only_keep,00001100,11100110,00001100,1,2,"and(rol1,shr3)|and(rol1,shr3)",00001100
abb5d597,manual_audit_priority,00111000,11100011,,5,12,"choose(not(reverse),shr2,ror2)|choose(not(ror3),shr2,ror2)|choose(not(shl6),ror2,shl7)|choose(not(shr7),shr2,nibble_swap)|choose(not(shr7),shr2,rol2)|choose(reverse,ror2,shr2)|choose(ror3,ror2,shr2)|choose(shl6,shl7,ror2)|choose(shr7,nibble_swap,shr2)|choose(shr7,rol2,shr2)|shr2|shr2",00111000|00111001|01111000|10111000|11111000
b2bdef43,manual_audit_priority,01111111,11110010,01111111,1,6,"choose(not(shl6),not(shl7),ror1)|choose(not(shl7),not(shl6),nibble_swap)|choose(not(shl7),not(shl6),rol1)|choose(not(shl7),not(shl6),rol2)|choose(not(shl7),not(shl6),rol3)|xor(not(shl6),shl7)",01111111
b45003a6,manual_audit_priority,00110110,10110101,,2,5,"and(not(shl7),ror3)|choose(not(shl7),ror3,not(nibble_swap))|choose(not(shl7),ror3,rol2)|choose(shl7,rol2,ror3)|choose(shl7,shr1,ror3)",00110110|10110110
b62f2e75,manual_audit_priority,00111111,11111101,,2,10,"choose(not(ror2),shl7,not(shl6))|choose(not(shl7),shr2,not(nibble_swap))|choose(not(shl7),shr2,not(x))|choose(not(shl7),shr2,rol1)|choose(not(shl7),shr2,rol2)|choose(ror2,shr2,shl7)|choose(shl7,rol1,shr2)|choose(shl7,rol2,shr2)|shr2|shr2",00111111|10111111
b80795b4,manual_audit_priority,00010000,01000010,00010000,1,4,"choose(nibble_swap,rol3,shl3)|choose(nibble_swap,rol3,shl3)|choose(not(shr4),shl3,shr5)|choose(shr4,shr5,shl3)",00010000
ba61b815,manual_audit_priority,00001101,11010000,,3,8,"choose(not(reverse),shr4,shl7)|choose(not(shl7),shr4,not(rol2))|choose(not(shl7),shr4,not(rol3))|choose(not(shl7),shr4,not(ror3))|choose(not(shr4),shl7,not(shr7))|choose(reverse,shl7,shr4)|xor(not(shl7),not(shr4))|xor(shl7,shr4)",00000100|00001100|00001101
ba73cc70,answer_only_keep,00011101,11110101,00011101,1,2,"and(nibble_swap,shr2)|and(nibble_swap,shr2)",00011101
bb91177f,manual_audit_priority,00110111,01100100,00110111,1,2,"or(not(shl1),shl7)|xor(not(shl1),shl7)",00110111
c0c70a35,manual_audit_priority,11110111,11001111,,2,4,"choose(not(ror1),ror2,not(shl7))|choose(ror1,shr1,ror2)|or(ror2,shr1)|or(ror2,shr1)",01110111|11110111
c11eba1d,answer_only_keep,11010111,00001101,11010111,1,1,"choose(not(shl3),not(shl6),ror2)",11010111
c5dd2a9b,manual_audit_priority,00100010,10011100,00100010,1,4,"and(rol2,ror2)|and(rol2,ror2)|choose(not(rol2),shl7,ror2)|choose(rol2,ror2,shl7)",00100010
c7be75f8,answer_only_keep,01000000,00010110,01000000,1,2,"choose(not(shl2),rol2,shl5)|choose(shl2,shl5,rol2)",01000000
cb11a232,manual_audit_priority,11111111,10011001,11111111,1,2,"choose(not(rol1),not(shl5),ror3)|choose(not(shl1),not(shl5),ror3)",11111111
cc861605,manual_audit_priority,00000101,11101000,00000101,1,4,"and(rol3,shr3)|and(rol3,shr3)|majority(rol3,shr3,shr7)|majority(rol3,shr3,shr7)",00000101
d87caad1,manual_audit_priority,10101111,10100001,,2,2,"choose(not(shr1),not(shr7),shr6)|or(not(shr1),shr6)",10101110|10101111
daf04fee,manual_audit_priority,11110101,10100001,,2,4,"choose(not(shr7),not(shr4),not(ror1))|choose(not(shr7),not(shr4),rol2)|choose(not(shr7),not(shr4),ror3)|or(not(shr4),shr7)",11110100|11110101
dbf2b40f,manual_audit_priority,10001101,10110101,,2,4,"choose(not(shl5),shr2,rol1)|choose(shl5,rol1,shr2)|xor(not(shl5),not(shr2))|xor(shl5,shr2)",00101101|10001101
dde0558e,manual_audit_priority,00011000,11110001,00011000,1,4,"and(nibble_swap,shr1)|and(nibble_swap,shr1)|choose(nibble_swap,shr1,shr7)|choose(nibble_swap,shr1,shr7)",00011000
dedd66f7,answer_only_keep,01010111,11011101,01010111,1,1,"choose(nibble_swap,rol2,not(shl2))",01010111
dfc4839c,manual_audit_priority,10000001,00011110,,2,6,"choose(not(shl6),shr4,not(reverse))|choose(not(shl6),shr4,not(shl7))|choose(not(shl6),shr4,rol1)|choose(shl6,rol1,shr4)|xor(not(shl6),not(shr4))|xor(shl6,shr4)",00000001|10000001
e3590284,manual_audit_priority,11111111,01010011,,3,8,"choose(nibble_swap,not(shl6),not(shr6))|choose(nibble_swap,not(shl7),not(shr6))|choose(not(rol3),not(shr6),not(shl6))|choose(not(shr4),not(shr6),not(shl3))|choose(not(shr5),not(shr6),not(shl2))|majority(not(shl7),not(shr6),rol3)|or(nibble_swap,not(shr6))|or(not(shr6),rol3)",01111110|11111110|11111111
