id,previous_selection_tier,query_raw,answer,decision_rule,source_library,chosen_formula_name,chosen_formula_support,chosen_formula_error_rows,chosen_formula_complexity,runner_up_support,matched_formula_count,prediction_count,zero_error_gold_formula_count,gold_formula_supports
d26f22c3,answer_only_keep,10010011,11101100,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr5),rol1))",1,0,7,0,1,1,1,"xor(not(shl4),and(not(shr5),rol1))@1"
d8e070fa,answer_only_keep,11011111,11111011,overall_unique_exact_formula,stage2,"xor(not(shl3),and(nibble_swap,not(shr6)))",1,0,7,0,1,1,1,"xor(not(shl3),and(nibble_swap,not(shr6)))@1"
da778b21,answer_only_keep,00101110,11000111,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr4),rol2))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr4),rol2))@1"
db360db0,answer_only_keep,10011110,11000110,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr5),rol1))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr5),rol1))@1"
e89851b9,answer_only_keep,00111001,01001101,overall_unique_exact_formula,stage2,"xor(not(shl5),and(nibble_swap,not(shr5)))",1,0,7,0,1,1,1,"xor(not(shl5),and(nibble_swap,not(shr5)))@1"
f3cdeb29,answer_only_keep,10111101,01101110,overall_unique_exact_formula,stage2,"xor(not(shl3),and(not(shr6),rol1))",1,0,7,0,1,1,1,"xor(not(shl3),and(not(shr6),rol1))@1"
f417b927,answer_only_keep,00011010,10100011,overall_unique_exact_formula,stage2,"xor(not(shl2),and(not(shr5),rol1))",1,0,7,0,1,1,1,"xor(not(shl2),and(not(shr5),rol1))@1"
fa553b92,answer_only_keep,01010011,11000011,overall_unique_exact_formula,stage2,"xor(not(shl1),and(not(shr6),rol3))",1,0,7,0,1,1,1,"xor(not(shl1),and(not(shr6),rol3))@1"
fcc6dff6,answer_only_keep,11101010,00111010,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr2),rol1))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr2),rol1))@1"
6c41978b,answer_only_keep,11111001,10010111,overall_unique_exact_formula,structured,"majority(nibble_swap,shl1,shr5)",2,0,4,0,1,1,1,"majority(nibble_swap,shl1,shr5)@2"
7c99ca45,answer_only_keep,00101110,10100000,overall_unique_exact_formula,structured,"majority(nibble_swap,shl2,shr5)",2,0,4,0,1,1,1,"majority(nibble_swap,shl2,shr5)@2"
83a70d48,answer_only_keep,11000001,00000100,overall_unique_exact_formula,structured,"majority(nibble_swap,shl2,shr5)",2,0,4,0,1,1,1,"majority(nibble_swap,shl2,shr5)@2"
13f76716,answer_only_keep,01000101,01111100,overall_unique_exact_formula,structured,"xor(nibble_swap,shl3)",1,0,3,0,1,1,1,"xor(nibble_swap,shl3)@1"
4005e4c7,answer_only_keep,10001001,00000000,overall_unique_exact_formula,structured,"and(ror3,shl6)",1,0,3,0,1,1,1,"and(ror3,shl6)@1"
8ac52d78,answer_only_keep,11100001,00010000,overall_unique_exact_formula,structured,"and(ror3,shl4)",1,0,3,0,1,1,1,"and(ror3,shl4)@1"
13eebe61,answer_only_keep,10010110,01101001,overall_unique_exact_formula,structured,"majority(nibble_swap,shl3,shr1)",1,0,4,0,1,1,1,"majority(nibble_swap,shl3,shr1)@1"
70df6363,answer_only_keep,10010101,01010000,overall_unique_exact_formula,structured,"majority(nibble_swap,shl2,shr3)",1,0,4,0,1,1,1,"majority(nibble_swap,shl2,shr3)@1"
bf20f12c,answer_only_keep,01011011,10110110,overall_unique_exact_formula,structured,"majority(nibble_swap,shl1,shr2)",1,0,4,0,1,1,1,"majority(nibble_swap,shl1,shr2)@1"
