formula_name,support_rows,gold_match_rows,error_rows,safe_formula
"or(not(shr4),and(not(ror2),shr7))",1,1,0,False
"or(not(shr4),and(rol2,shr7))",1,1,0,False
"or(not(shr4),and(ror3,shr7))",1,1,0,False
"or(not(shr4),shr7)",1,1,0,False
"or(not(shr6),and(nibble_swap,not(shl1)))",1,1,0,False
"or(not(shr6),or(reverse,x))",1,1,0,False
"or(not(shr6),or(rol3,ror1))",1,1,0,False
"or(not(shr6),or(rol3,x))",1,1,0,False
"or(not(shr6),or(ror2,shl1))",1,1,0,False
"or(not(shr6),ror2)",1,1,0,False
"or(not(shr6),xor(nibble_swap,shl1))",1,1,0,False
"or(not(shr6),xor(not(reverse),not(x)))",1,1,0,False
"or(rol2,and(const_00000001,ror2))",1,1,0,False
"or(rol2,and(const_00100000,nibble_swap))",1,1,0,False
"or(rol2,and(const_00100000,ror3))",1,1,0,False
"or(rol2,and(const_01000000,ror2))",1,1,0,False
"or(rol2,and(nibble_swap,shl7))",1,1,0,False
"or(rol2,and(not(nibble_swap),shl6))",1,1,0,False
"or(rol2,and(not(nibble_swap),shl7))",1,1,0,False
"or(rol2,and(not(rol1),shl5))",1,1,0,False
"or(rol2,and(not(rol1),shl7))",1,1,0,False
"or(rol2,and(not(rol3),shl5))",1,1,0,False
"or(rol2,and(not(rol3),shl6))",1,1,0,False
"or(rol2,and(not(rol3),shl7))",1,1,0,False
"or(rol2,and(not(ror2),shl7))",1,1,0,False
"or(rol2,and(not(ror3),shl7))",1,1,0,False
"or(rol2,and(not(x),shl4))",1,1,0,False
"or(rol2,and(not(x),shl5))",1,1,0,False
"or(rol2,and(not(x),shl6))",1,1,0,False
"or(rol2,and(not(x),shl7))",1,1,0,False
"or(rol2,and(reverse,shl6))",1,1,0,False
"or(rol2,and(rol1,shl6))",1,1,0,False
"or(rol2,and(rol1,shl7))",1,1,0,False
"or(rol2,and(rol3,shl7))",1,1,0,False
"or(rol2,and(rol3,shr7))",1,1,0,False
"or(rol2,and(ror1,shl5))",1,1,0,False
"or(rol2,and(ror1,shl6))",1,1,0,False
"or(rol2,and(ror2,shl5))",1,1,0,False
"or(rol2,and(ror2,shl7))",1,1,0,False
"or(rol2,and(ror2,shr7))",1,1,0,False
"or(rol2,and(ror3,shl6))",1,1,0,False
"or(rol2,and(ror3,shl7))",1,1,0,False
"or(rol2,and(shl3,shr4))",1,1,0,False
"or(rol2,and(shl4,shr2))",1,1,0,False
"or(rol2,and(shl4,shr3))",1,1,0,False
"or(rol2,and(shl5,shr1))",1,1,0,False
"or(rol2,and(shl5,shr2))",1,1,0,False
"or(rol2,and(shl6,shr1))",1,1,0,False
"or(rol2,and(shl7,x))",1,1,0,False
"or(rol2,and(shr7,x))",1,1,0,False
"or(rol2,shl7)",1,1,0,False
"or(rol3,and(const_not_01000000,shl1))",1,1,0,False
"or(rol3,and(not(shl7),shl1))",1,1,0,False
"or(rol3,and(not(shr6),shl1))",1,1,0,False
"or(rol3,or(shl1,shl6))",1,1,0,False
"or(rol3,shl1)",1,1,0,False
"or(ror2,and(const_10000000,x))",1,1,0,False
"or(ror2,and(const_not_00000001,not(shr6)))",1,1,0,False
"or(ror2,and(const_not_00000010,not(shr6)))",1,1,0,False
"or(ror2,and(not(nibble_swap),shl7))",1,1,0,False
"or(ror2,and(not(rol1),shl7))",1,1,0,False
"or(ror2,and(not(shr6),not(shr7)))",1,1,0,False
"or(ror2,and(shl7,x))",1,1,0,False
"or(ror2,or(shr1,shr7))",1,1,0,False
"or(ror2,shl7)",1,1,0,False
"or(ror2,shr1)",1,1,0,False
"or(ror2,xor(const_00000001,const_not_00000010))",1,1,0,False
"or(ror2,xor(const_00000010,not(shr7)))",1,1,0,False
"or(ror2,xor(const_00100000,not(shr6)))",1,1,0,False
"or(ror3,and(not(shl6),not(shl7)))",1,1,0,False
"or(ror3,xor(not(shl6),shl7))",1,1,0,False
"or(shl1,and(not(shl7),rol3))",1,1,0,False
"or(shl2,and(const_00000100,not(reverse)))",1,1,0,False
"or(shl2,and(const_00001000,not(ror2)))",1,1,0,False
"or(shl2,and(const_00001000,ror2))",1,1,0,False
"or(shl2,and(const_00010000,not(ror2)))",1,1,0,False
"or(shl2,and(const_01000000,rol1))",1,1,0,False
"or(shl2,and(const_10000000,not(reverse)))",1,1,0,False
"or(shl2,and(const_10000000,not(ror2)))",1,1,0,False
"or(shl2,and(const_10000000,rol1))",1,1,0,False
"or(shl2,and(const_10000000,rol3))",1,1,0,False
"or(shl2,and(not(nibble_swap),shl7))",1,1,0,False
"or(shl2,and(not(rol1),shl7))",1,1,0,False
"or(shl2,and(not(ror2),shl7))",1,1,0,False
"or(shl2,and(not(x),shl6))",1,1,0,False
"or(shl2,and(reverse,shl6))",1,1,0,False
"or(shl2,and(rol1,shl7))",1,1,0,False
"or(shl2,and(rol3,shl5))",1,1,0,False
"or(shl2,and(rol3,shl7))",1,1,0,False
"or(shl2,and(ror2,shl7))",1,1,0,False
"or(shl2,and(shl3,shr4))",1,1,0,False
"or(shl2,and(shl4,shr3))",1,1,0,False
"or(shl2,and(shl5,shr2))",1,1,0,False
"or(shl4,and(const_01000000,not(rol1)))",1,1,0,False
"or(shl4,and(const_01000000,not(rol3)))",1,1,0,False
"or(shl4,and(const_01000000,reverse))",1,1,0,False
"or(shl4,and(const_01000000,ror2))",1,1,0,False
"or(shl4,and(const_10000000,not(rol1)))",1,1,0,False
"or(shl4,and(const_10000000,not(rol3)))",1,1,0,False
"or(shl4,and(const_10000000,not(ror3)))",1,1,0,False
"or(shl4,and(const_10000000,rol2))",1,1,0,False
"or(shl4,and(not(rol1),shl6))",1,1,0,False
"or(shl4,and(not(rol3),shl6))",1,1,0,False
"or(shl4,and(reverse,shl5))",1,1,0,False
"or(shl4,and(shl6,x))",1,1,0,False
"or(shl4,xor(const_10000000,shl6))",1,1,0,False
"or(shr1,and(const_not_00000010,nibble_swap))",1,1,0,False
"or(shr1,and(const_not_01000000,ror2))",1,1,0,False
"or(shr1,xor(nibble_swap,not(shl6)))",1,1,0,False
"or(shr1,xor(not(rol1),shl5))",1,1,0,False
"or(shr1,xor(not(rol2),shl3))",1,1,0,False
"or(shr1,xor(not(ror3),shl1))",1,1,0,False
"or(shr1,xor(not(shl1),shl6))",1,1,0,False
"or(shr2,and(not(shr1),not(shr7)))",1,1,0,False
"or(shr2,xor(nibble_swap,not(shl5)))",1,1,0,False
"or(shr2,xor(not(rol1),shl2))",1,1,0,False
"or(shr2,xor(not(rol2),shl1))",1,1,0,False
"or(shr2,xor(not(rol2),shl4))",1,1,0,False
"or(shr2,xor(not(rol3),shl1))",1,1,0,False
"or(shr2,xor(not(rol3),shl2))",1,1,0,False
"or(shr2,xor(not(ror1),shl4))",1,1,0,False
"or(shr2,xor(not(ror3),shl2))",1,1,0,False
"or(shr2,xor(not(ror3),shl3))",1,1,0,False
"or(shr2,xor(not(ror3),shl4))",1,1,0,False
"or(shr2,xor(not(shr1),shr7))",1,1,0,False
"or(shr3,xor(nibble_swap,not(shl3)))",1,1,0,False
"or(shr3,xor(not(rol1),shl3))",1,1,0,False
"or(shr3,xor(not(rol2),shl1))",1,1,0,False
"or(shr3,xor(not(rol3),shl2))",1,1,0,False
"or(shr3,xor(not(rol3),shl4))",1,1,0,False
"or(shr3,xor(not(ror1),shl2))",1,1,0,False
"or(shr3,xor(not(ror1),shl3))",1,1,0,False
"or(shr3,xor(not(ror2),shl2))",1,1,0,False
"or(shr3,xor(not(ror2),shl3))",1,1,0,False
"or(shr4,and(const_00000010,reverse))",1,1,0,False
"or(shr4,and(const_00000010,ror1))",1,1,0,False
"or(shr4,and(const_00000010,ror2))",1,1,0,False
"or(shr4,and(const_00000010,ror3))",1,1,0,False
"or(shr4,and(const_00000100,reverse))",1,1,0,False
"or(shr4,and(const_00000100,ror1))",1,1,0,False
"or(shr4,and(const_00000100,ror2))",1,1,0,False
"or(shr4,and(const_00000100,x))",1,1,0,False
"or(shr4,and(const_00001000,not(rol2)))",1,1,0,False
"or(shr4,and(const_00001000,x))",1,1,0,False
"or(shr4,and(not(rol2),shr5))",1,1,0,False
"or(shr4,and(not(ror2),shr7))",1,1,0,False
"or(shr4,and(rol1,shr6))",1,1,0,False
"or(shr4,and(rol2,shr7))",1,1,0,False
"or(shr4,and(rol3,shr7))",1,1,0,False
"or(shr4,and(ror1,shr7))",1,1,0,False
"or(shr4,and(ror3,shr7))",1,1,0,False
"or(shr4,and(shl1,shr5))",1,1,0,False
"or(shr4,and(shr7,x))",1,1,0,False
"or(shr4,xor(not(rol2),shl3))",1,1,0,False
"or(shr4,xor(not(rol3),shl1))",1,1,0,False
"or(shr4,xor(not(ror3),shl3))",1,1,0,False
"or(shr5,and(const_00000001,not(ror2)))",1,1,0,False
"or(shr5,and(const_00000010,not(ror1)))",1,1,0,False
"or(shr5,and(nibble_swap,shr7))",1,1,0,False
"or(shr5,and(not(rol2),shr7))",1,1,0,False
"or(shr5,and(not(ror1),shr6))",1,1,0,False
"or(shr5,and(not(ror1),shr7))",1,1,0,False
"or(shr5,and(not(ror2),shr6))",1,1,0,False
"or(shr5,and(not(ror2),shr7))",1,1,0,False
"or(shr5,and(not(x),shr7))",1,1,0,False
"or(shr5,and(ror3,shr7))",1,1,0,False
"or(shr5,xor(not(ror3),shl1))",1,1,0,False
"or(shr5,xor(not(ror3),shl2))",1,1,0,False
"or(shr6,and(const_00000001,not(ror1)))",1,1,0,False
"or(shr6,and(const_00000001,not(ror3)))",1,1,0,False
"or(shr6,and(const_00000001,not(x)))",1,1,0,False
"or(shr6,and(const_00000001,ror2))",1,1,0,False
"or(shr6,and(const_00000001,ror3))",1,1,0,False
"or(shr6,and(const_00000001,x))",1,1,0,False
"or(shr6,and(nibble_swap,shr7))",1,1,0,False
"or(shr6,and(not(rol3),shr7))",1,1,0,False
"or(shr6,and(not(ror3),shr7))",1,1,0,False
"or(shr6,and(ror1,shr7))",1,1,0,False
"or(shr6,and(ror2,shr7))",1,1,0,False
"or(shr6,and(shr7,x))",1,1,0,False
"or(shr6,shr7)",1,1,0,False
"or(shr6,xor(nibble_swap,not(shl1)))",1,1,0,False
"or(shr6,xor(not(rol1),ror2))",1,1,0,False
"or(shr6,xor(not(ror2),shl1))",1,1,0,False
"or(shr6,xor(not(ror3),shl1))",1,1,0,False
"or(x,and(not(shl6),not(shl7)))",1,1,0,False
"or(x,xor(not(shl6),shl7))",1,1,0,False
rol2,1,1,0,False
shr5,1,1,0,False
"xor(nibble_swap,and(not(shl7),shl4))",1,1,0,False
"xor(nibble_swap,and(not(shr7),shr4))",1,1,0,False
"xor(nibble_swap,shl7)",1,1,0,False
"xor(not(rol1),not(shl7))",1,1,0,False
"xor(not(rol1),or(not(ror3),not(shl7)))",1,1,0,False
"xor(not(rol1),or(not(shl1),shr2))",1,1,0,False
"xor(not(rol2),or(nibble_swap,not(shl7)))",1,1,0,False
"xor(not(rol2),or(not(reverse),not(shl6)))",1,1,0,False
"xor(not(rol2),or(not(rol1),not(shl7)))",1,1,0,False
"xor(not(rol2),or(not(ror1),not(shl6)))",1,1,0,False
"xor(not(rol2),or(not(ror2),not(shl7)))",1,1,0,False
"xor(not(rol2),or(not(ror3),not(shl7)))",1,1,0,False
"xor(not(rol2),or(not(shl1),not(shr6)))",1,1,0,False
"xor(not(rol2),or(not(shl2),not(shr5)))",1,1,0,False
"xor(not(rol2),or(not(shl3),not(shr4)))",1,1,0,False
"xor(not(rol2),or(not(shl4),not(shr3)))",1,1,0,False
"xor(not(rol2),or(not(shl5),not(shr2)))",1,1,0,False
"xor(not(rol2),or(not(shl6),not(shr1)))",1,1,0,False
"xor(not(rol2),or(not(shl7),not(x)))",1,1,0,False
"xor(not(rol2),or(not(shl7),rol3))",1,1,0,False
"xor(not(rol2),or(not(shr7),not(x)))",1,1,0,False
"xor(not(rol3),or(not(shr5),shr6))",1,1,0,False
"xor(not(ror1),xor(not(shl6),not(shr7)))",1,1,0,False
"xor(not(ror2),or(not(rol3),not(shl7)))",1,1,0,False
"xor(not(ror2),or(not(shl7),rol1))",1,1,0,False
"xor(not(ror3),or(not(shl7),rol1))",1,1,0,False
"xor(not(shl1),and(not(shr6),rol3))",1,1,0,False
"xor(not(shl1),and(not(shr6),ror1))",1,1,0,False
"xor(not(shl2),and(not(shr4),rol1))",1,1,0,False
"xor(not(shl2),and(not(shr5),rol1))",1,1,0,False
"xor(not(shl2),and(not(shr7),ror3))",1,1,0,False
"xor(not(shl2),or(not(shl7),rol1))",1,1,0,False
"xor(not(shl3),and(nibble_swap,not(shr6)))",1,1,0,False
"xor(not(shl3),and(not(shr6),rol1))",1,1,0,False
"xor(not(shl3),and(not(shr6),ror2))",1,1,0,False
"xor(not(shl3),and(not(shr7),ror1))",1,1,0,False
"xor(not(shl3),and(not(shr7),ror3))",1,1,0,False
"xor(not(shl4),and(not(shr3),rol2))",1,1,0,False
"xor(not(shl4),and(not(shr5),rol1))",1,1,0,False
"xor(not(shl4),and(not(shr6),rol1))",1,1,0,False
"xor(not(shl4),and(not(shr6),ror1))",1,1,0,False
"xor(not(shl4),and(not(shr6),ror3))",1,1,0,False
"xor(not(shl4),and(not(shr7),rol3))",1,1,0,False
"xor(not(shl4),and(not(shr7),ror3))",1,1,0,False
"xor(not(shl4),not(shr6))",1,1,0,False
"xor(not(shl4),or(not(reverse),not(shl6)))",1,1,0,False
"xor(not(shl4),or(not(reverse),not(shr6)))",1,1,0,False
"xor(not(shl4),or(not(rol1),not(shr6)))",1,1,0,False
"xor(not(shl4),or(not(rol2),not(shl7)))",1,1,0,False
"xor(not(shl4),or(not(rol2),not(shr7)))",1,1,0,False
"xor(not(shl4),or(not(rol3),not(shr7)))",1,1,0,False
"xor(not(shl4),or(not(ror1),not(shl6)))",1,1,0,False
"xor(not(shl4),or(not(ror2),not(shl7)))",1,1,0,False
"xor(not(shl4),or(not(shl7),rol1))",1,1,0,False
"xor(not(shl4),or(not(shl7),rol2))",1,1,0,False
"xor(not(shl4),or(not(shl7),rol3))",1,1,0,False
"xor(not(shl4),or(not(shl7),ror3))",1,1,0,False
"xor(not(shl5),and(nibble_swap,not(shr5)))",1,1,0,False
"xor(not(shl5),and(nibble_swap,not(shr7)))",1,1,0,False
"xor(not(shl5),and(not(shr5),rol1))",1,1,0,False
"xor(not(shl5),and(not(shr5),ror1))",1,1,0,False
"xor(not(shl5),and(not(shr6),rol1))",1,1,0,False
"xor(not(shl5),and(not(shr6),ror2))",1,1,0,False
"xor(not(shl5),and(not(shr7),ror1))",1,1,0,False
"xor(not(shl5),and(not(shr7),ror2))",1,1,0,False
"xor(not(shl5),not(shr2))",1,1,0,False
"xor(not(shl6),and(nibble_swap,not(shr5)))",1,1,0,False
"xor(not(shl6),and(nibble_swap,not(shr6)))",1,1,0,False
"xor(not(shl6),and(not(nibble_swap),shl7))",1,1,0,False
"xor(not(shl6),and(not(shr1),rol1))",1,1,0,False
"xor(not(shl6),and(not(shr1),rol2))",1,1,0,False
"xor(not(shl6),and(not(shr1),shl1))",1,1,0,False
"xor(not(shl6),and(not(shr3),rol2))",1,1,0,False
"xor(not(shl6),and(not(shr4),rol2))",1,1,0,False
"xor(not(shl6),and(not(shr4),ror1))",1,1,0,False
"xor(not(shl6),and(not(shr4),ror3))",1,1,0,False
"xor(not(shl6),and(not(shr5),rol1))",1,1,0,False
"xor(not(shl6),and(not(shr5),ror1))",1,1,0,False
"xor(not(shl6),and(not(shr6),rol3))",1,1,0,False
"xor(not(shl6),and(not(shr7),rol2))",1,1,0,False
"xor(not(shl6),and(not(shr7),rol3))",1,1,0,False
"xor(not(shl6),and(not(shr7),ror1))",1,1,0,False
"xor(not(shl6),and(shl7,x))",1,1,0,False
"xor(not(shl6),not(shr3))",1,1,0,False
"xor(not(shl6),not(shr4))",1,1,0,False
"xor(not(shl6),not(shr7))",1,1,0,False
"xor(not(shl7),and(nibble_swap,not(shr5)))",1,1,0,False
"xor(not(shl7),and(not(reverse),shl6))",1,1,0,False
"xor(not(shl7),and(not(ror1),shl6))",1,1,0,False
"xor(not(shl7),and(not(ror2),not(shr7)))",1,1,0,False
"xor(not(shl7),and(not(ror3),shl6))",1,1,0,False
"xor(not(shl7),and(not(shr2),rol1))",1,1,0,False
"xor(not(shl7),and(not(shr2),ror3))",1,1,0,False
"xor(not(shl7),and(not(shr3),rol1))",1,1,0,False
"xor(not(shl7),and(not(shr3),rol2))",1,1,0,False
"xor(not(shl7),and(not(shr3),ror2))",1,1,0,False
"xor(not(shl7),and(not(shr4),rol1))",1,1,0,False
"xor(not(shl7),and(not(shr4),rol2))",1,1,0,False
"xor(not(shl7),and(not(shr4),rol3))",1,1,0,False
"xor(not(shl7),and(not(shr4),shl1))",1,1,0,False
"xor(not(shl7),and(not(shr5),not(shr7)))",1,1,0,False
"xor(not(shl7),and(not(shr5),rol1))",1,1,0,False
"xor(not(shl7),and(not(shr5),rol2))",1,1,0,False
"xor(not(shl7),and(not(shr6),rol3))",1,1,0,False
"xor(not(shl7),and(not(shr7),rol3))",1,1,0,False
"xor(not(shl7),not(shr2))",1,1,0,False
"xor(not(shl7),not(shr3))",1,1,0,False
"xor(not(shr1),and(ror2,shr6))",1,1,0,False
"xor(not(shr2),or(not(rol1),not(shl7)))",1,1,0,False
"xor(not(shr2),or(not(shl7),not(x)))",1,1,0,False
"xor(not(shr3),or(not(ror2),not(shl7)))",1,1,0,False
"xor(not(shr3),or(not(shl6),reverse))",1,1,0,False
"xor(not(shr4),or(not(reverse),not(shl6)))",1,1,0,False
"xor(not(shr4),or(not(ror2),not(shl7)))",1,1,0,False
"xor(not(shr4),or(not(ror3),not(shl7)))",1,1,0,False
"xor(not(shr4),or(not(shl6),reverse))",1,1,0,False
"xor(not(shr4),or(not(shl7),rol3))",1,1,0,False
"xor(not(shr5),or(not(nibble_swap),not(shl7)))",1,1,0,False
"xor(not(shr6),or(not(shl7),rol1))",1,1,0,False
"and(const_10000000,and(rol1,ror3))",1,0,1,False
"and(const_10000000,and(rol3,ror3))",1,0,1,False
"and(const_not_00000010,and(not(shr7),rol2))",1,0,1,False
"and(const_not_00000100,and(not(shl7),rol2))",1,0,1,False
"and(const_not_00000100,or(rol2,shl7))",1,0,1,False
"and(const_not_00000100,rol2)",1,0,1,False
"and(const_not_00000100,xor(not(rol2),not(shl7)))",1,0,1,False
"and(const_not_10000000,and(rol2,shl5))",1,0,1,False
"and(nibble_swap,and(reverse,ror2))",1,0,1,False
"and(nibble_swap,and(reverse,shr2))",1,0,1,False
"and(nibble_swap,and(ror1,shl6))",1,0,1,False
"and(nibble_swap,shl7)",1,0,1,False
"and(nibble_swap,xor(not(shl7),not(shr7)))",1,0,1,False
"and(not(nibble_swap),and(rol1,shl7))",1,0,1,False
"and(not(nibble_swap),and(rol3,shl7))",1,0,1,False
"and(not(rol3),and(reverse,ror2))",1,0,1,False
"and(not(ror3),and(ror1,shl6))",1,0,1,False
"and(not(shl2),xor(not(shl7),not(shr5)))",1,0,1,False
"and(not(shl3),and(not(shl5),ror1))",1,0,1,False
"and(not(shl3),and(not(shl5),shr1))",1,0,1,False
"and(not(shl3),shr4)",1,0,1,False
"and(not(shl4),xor(not(shl7),not(shr5)))",1,0,1,False
"and(not(shl7),and(rol2,shl5))",1,0,1,False
"and(not(shl7),or(not(shl6),rol2))",1,0,1,False
"and(not(shl7),or(not(shl6),rol3))",1,0,1,False
"and(not(shl7),or(ror2,shr7))",1,0,1,False
"and(not(shl7),rol2)",1,0,1,False
"and(not(shl7),ror2)",1,0,1,False
"and(not(shl7),shl2)",1,0,1,False
"and(not(shl7),xor(not(shl5),not(shr2)))",1,0,1,False
"and(not(shr1),and(rol1,shl5))",1,0,1,False
"and(reverse,and(ror2,shr4))",1,0,1,False
"and(rol1,and(rol3,shl7))",1,0,1,False
"and(rol1,and(ror3,shl7))",1,0,1,False
"and(rol1,and(shl7,x))",1,0,1,False
"and(rol1,shl7)",1,0,1,False
"and(rol2,and(ror1,shl6))",1,0,1,False
"and(rol2,or(const_00000010,nibble_swap))",1,0,1,False
"and(rol2,or(const_00100000,not(shl5)))",1,0,1,False
"and(rol2,or(const_10000000,not(shl6)))",1,0,1,False
"and(rol2,or(const_not_00000100,nibble_swap))",1,0,1,False
"and(rol2,or(const_not_00000100,not(reverse)))",1,0,1,False
"and(rol2,or(const_not_00000100,not(ror1)))",1,0,1,False
"and(rol2,or(const_not_00000100,not(ror2)))",1,0,1,False
"and(rol2,or(const_not_00000100,rol1))",1,0,1,False
"and(rol2,or(const_not_00000100,rol3))",1,0,1,False
"and(rol2,or(const_not_00000100,x))",1,0,1,False
"and(rol2,or(const_not_00100000,nibble_swap))",1,0,1,False
"and(rol2,or(const_not_00100000,not(ror3)))",1,0,1,False
"and(rol2,or(const_not_10000000,not(ror3)))",1,0,1,False
"and(rol2,or(const_not_10000000,not(x)))",1,0,1,False
"and(rol2,or(const_not_10000000,rol1))",1,0,1,False
"and(rol2,or(const_not_10000000,ror2))",1,0,1,False
"and(rol2,or(nibble_swap,not(shl6)))",1,0,1,False
"and(rol2,or(nibble_swap,shr5))",1,0,1,False
"and(rol2,or(nibble_swap,shr7))",1,0,1,False
"and(rol2,or(not(nibble_swap),not(shl7)))",1,0,1,False
"and(rol2,or(not(rol3),not(shl6)))",1,0,1,False
"and(rol2,or(not(rol3),not(shl7)))",1,0,1,False
"and(rol2,or(not(shl5),not(x)))",1,0,1,False
"and(rol2,or(not(shl5),reverse))",1,0,1,False
"and(rol2,or(not(shl5),ror1))",1,0,1,False
"and(rol2,or(not(shl5),shl7))",1,0,1,False
"and(rol2,or(not(shl6),ror3))",1,0,1,False
"and(rol2,or(not(shl7),rol1))",1,0,1,False
"and(rol2,or(not(shl7),ror2))",1,0,1,False
"and(rol2,or(not(shl7),ror3))",1,0,1,False
"and(rol2,or(not(shl7),x))",1,0,1,False
"and(rol2,xor(const_10000000,not(shl6)))",1,0,1,False
"and(rol3,and(ror3,shl7))",1,0,1,False
"and(ror1,or(const_00001000,not(shl3)))",1,0,1,False
"and(ror1,or(not(shl3),rol1))",1,0,1,False
"and(ror1,or(not(shl3),shr3))",1,0,1,False
"and(ror2,or(const_01000000,shl2))",1,0,1,False
"and(ror2,or(const_10000000,shl2))",1,0,1,False
"and(ror2,or(const_not_10000000,rol2))",1,0,1,False
"and(ror2,or(not(rol3),not(shl7)))",1,0,1,False
"and(ror2,or(not(shl3),shl7))",1,0,1,False
"and(ror2,or(not(shl7),rol2))",1,0,1,False
"and(ror2,xor(const_00000001,shr6))",1,0,1,False
"and(ror2,xor(not(shl7),not(shr7)))",1,0,1,False
"and(ror3,or(const_00000100,not(shl2)))",1,0,1,False
"and(ror3,or(const_not_10000000,rol2))",1,0,1,False
"and(ror3,or(not(nibble_swap),not(shl7)))",1,0,1,False
"and(ror3,or(not(shl2),shl7))",1,0,1,False
"and(ror3,or(not(shl7),not(x)))",1,0,1,False
"and(ror3,or(not(shl7),rol2))",1,0,1,False
"and(shl2,or(const_00000100,ror2))",1,0,1,False
"and(shl2,or(const_00001000,not(shr4)))",1,0,1,False
"and(shl2,or(const_00001000,ror2))",1,0,1,False
"and(shl2,or(const_not_00000100,not(reverse)))",1,0,1,False
"and(shl2,or(const_not_00000100,rol1))",1,0,1,False
"and(shl2,or(const_not_00000100,rol3))",1,0,1,False
"and(shl2,or(const_not_00100000,reverse))",1,0,1,False
"and(shl2,or(nibble_swap,not(shl7)))",1,0,1,False
"and(shl2,or(not(rol1),not(shl7)))",1,0,1,False
"and(shl2,or(ror2,shr5))",1,0,1,False
"and(shl2,xor(not(ror2),not(shl7)))",1,0,1,False
"and(shl2,xor(not(shl5),not(shr5)))",1,0,1,False
"and(shl4,or(not(shl6),x))",1,0,1,False
"and(shl4,or(not(shr2),x))",1,0,1,False
"and(shl5,or(const_00100000,rol2))",1,0,1,False
"and(shl5,or(rol2,shr2))",1,0,1,False
"and(shl5,xor(const_01000000,shr1))",1,0,1,False
"and(shl5,xor(not(rol2),not(shr2)))",1,0,1,False
"and(shl6,xor(const_01000000,reverse))",1,0,1,False
"and(shl7,or(nibble_swap,not(rol1)))",1,0,1,False
"and(shl7,or(nibble_swap,not(rol2)))",1,0,1,False
"and(shl7,or(nibble_swap,not(rol3)))",1,0,1,False
"and(shl7,or(nibble_swap,not(ror2)))",1,0,1,False
"and(shl7,or(nibble_swap,not(ror3)))",1,0,1,False
"and(shl7,or(nibble_swap,not(x)))",1,0,1,False
"and(shl7,or(nibble_swap,rol1))",1,0,1,False
"and(shl7,or(nibble_swap,rol2))",1,0,1,False
"and(shl7,or(nibble_swap,rol3))",1,0,1,False
"and(shl7,or(nibble_swap,ror2))",1,0,1,False
"and(shl7,or(nibble_swap,ror3))",1,0,1,False
"and(shl7,or(nibble_swap,x))",1,0,1,False
"and(shl7,or(not(rol1),x))",1,0,1,False
"and(shl7,or(not(rol2),not(ror3)))",1,0,1,False
"and(shl7,or(not(rol2),ror2))",1,0,1,False
"and(shl7,or(not(ror2),not(ror3)))",1,0,1,False
"and(shl7,or(not(ror2),rol2))",1,0,1,False
"and(shl7,or(not(ror3),rol1))",1,0,1,False
"and(shl7,or(not(ror3),rol3))",1,0,1,False
"and(shl7,or(not(ror3),x))",1,0,1,False
"and(shl7,or(rol1,rol2))",1,0,1,False
"and(shl7,or(rol1,ror2))",1,0,1,False
"and(shl7,or(rol2,rol3))",1,0,1,False
"and(shl7,or(rol2,ror3))",1,0,1,False
"and(shl7,or(rol2,x))",1,0,1,False
"and(shl7,or(rol3,ror2))",1,0,1,False
"and(shl7,or(rol3,x))",1,0,1,False
"and(shl7,or(ror2,ror3))",1,0,1,False
"and(shl7,or(ror2,x))",1,0,1,False
"and(shl7,xor(not(rol2),not(ror3)))",1,0,1,False
"and(shl7,xor(not(rol2),ror2))",1,0,1,False
"and(shl7,xor(not(ror2),not(ror3)))",1,0,1,False
"and(shr1,or(const_00001000,not(shl3)))",1,0,1,False
"and(shr1,or(not(shl3),shr3))",1,0,1,False
"and(shr4,or(const_00000001,not(shr6)))",1,0,1,False
"and(shr4,or(const_not_00000001,not(x)))",1,0,1,False
"and(shr4,or(const_not_00000001,ror1))",1,0,1,False
"and(shr4,or(const_not_00001000,not(ror2)))",1,0,1,False
"and(shr4,or(const_not_00001000,ror2))",1,0,1,False
"and(shr4,or(const_not_00001000,ror3))",1,0,1,False
"and(shr4,or(not(rol2),not(shl1)))",1,0,1,False
"and(shr4,or(not(rol2),reverse))",1,0,1,False
"and(shr4,or(not(rol2),ror1))",1,0,1,False
"and(shr4,or(not(rol3),not(shr7)))",1,0,1,False
"and(shr4,or(not(ror2),not(shl3)))",1,0,1,False
"and(shr4,or(not(ror2),shr5))",1,0,1,False
"and(shr4,or(not(ror3),not(shr6)))",1,0,1,False
"and(shr4,or(not(shl1),not(shr6)))",1,0,1,False
"and(shr4,or(not(shl3),rol1))",1,0,1,False
"and(shr4,or(not(shl3),rol2))",1,0,1,False
"and(shr4,or(not(shl3),x))",1,0,1,False
"and(shr4,or(not(shr6),reverse))",1,0,1,False
"and(shr4,or(not(shr6),ror1))",1,0,1,False
"and(shr4,or(not(shr6),shr7))",1,0,1,False
"and(shr4,or(not(shr7),ror1))",1,0,1,False
"and(shr4,or(ror2,shr7))",1,0,1,False
"and(shr4,or(ror3,shr5))",1,0,1,False
"and(shr5,or(not(shl1),x))",1,0,1,False
"and(shr5,or(rol2,ror2))",1,0,1,False
"and(shr6,or(not(x),rol1))",1,0,1,False
"and(shr6,or(reverse,ror1))",1,0,1,False
"and(shr6,or(rol1,ror1))",1,0,1,False
"and(shr7,or(nibble_swap,ror1))",1,0,1,False
"and(shr7,or(nibble_swap,ror3))",1,0,1,False
