id,prompt,answer,type,generated_cot,route_label,route_granularity,assistant_style,source_selection_tier,source_origin_id,row_reuse_mode,analysis_notes,teacher_solver_candidate,template_subtype,num_examples,source_dataset
c9ed8124,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00100001 -> 01001000
00001000 -> 00000010
00000000 -> 00000000
00011111 -> 11000111
00000100 -> 00000001
01100110 -> 10011001
00100010 -> 10001000

Now, determine the output for: 01001101",01010011,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 00100001 -> 01001000 is consistent with the same bijection mapping.
- 00001000 -> 00000010 is consistent with the same bijection mapping.
So the rule is:
o1 <- i7
o2 <- i8
o3 <- i1
o4 <- i2
o5 <- i3
o6 <- i4
o7 <- i5
o8 <- i6
Query x = 01001101
o1 uses i7=0
o2 uses i8=1
o3 uses i1=0
o4 uses i2=1
o5 uses i3=0
o6 uses i4=0
o7 uses i5=1
o8 uses i6=1
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,c9ed8124,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,7,train_row_analysis_v1.csv
dff2a315,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11101100 -> 00111011
00000000 -> 00000000
00010100 -> 00000101
11101001 -> 01111010
10000001 -> 01100000
00110101 -> 01001101
11010100 -> 00110101
01000110 -> 10010001
11111011 -> 11111110
10110100 -> 00101101

Now, determine the output for: 11111010",10111110,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 11101100 -> 00111011 is consistent with the same bijection mapping.
- 00000000 -> 00000000 is consistent with the same bijection mapping.
So the rule is:
o1 <- i7
o2 <- i8
o3 <- i1
o4 <- i2
o5 <- i3
o6 <- i4
o7 <- i5
o8 <- i6
Query x = 11111010
o1 uses i7=1
o2 uses i8=0
o3 uses i1=1
o4 uses i2=1
o5 uses i3=1
o6 uses i4=1
o7 uses i5=1
o8 uses i6=0
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,dff2a315,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,10,train_row_analysis_v1.csv
e36a0065,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00001000 -> 00100000
11010011 -> 01001111
01101110 -> 10111001
10110110 -> 11011010
10110010 -> 11001010
00101010 -> 10101000
10100110 -> 10011010
10101001 -> 10100110
11110111 -> 11011111

Now, determine the output for: 10011101",01110110,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 00001000 -> 00100000 is consistent with the same bijection mapping.
- 11010011 -> 01001111 is consistent with the same bijection mapping.
So the rule is:
o1 <- i3
o2 <- i4
o3 <- i5
o4 <- i6
o5 <- i7
o6 <- i8
o7 <- i1
o8 <- i2
Query x = 10011101
o1 uses i3=0
o2 uses i4=1
o3 uses i5=1
o4 uses i6=1
o5 uses i7=0
o6 uses i8=1
o7 uses i1=1
o8 uses i2=0
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,e36a0065,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,9,train_row_analysis_v1.csv
e6c946e0,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01011101 -> 11101010
00010100 -> 10100000
11110101 -> 10101111
00001100 -> 01100000
00110111 -> 10111001
01000010 -> 00010010
10101111 -> 01111101
10100110 -> 00110101
00000111 -> 00111000

Now, determine the output for: 01001010",01010010,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 01011101 -> 11101010 is consistent with the same bijection mapping.
- 00010100 -> 10100000 is consistent with the same bijection mapping.
So the rule is:
o1 <- i4
o2 <- i5
o3 <- i6
o4 <- i7
o5 <- i8
o6 <- i1
o7 <- i2
o8 <- i3
Query x = 01001010
o1 uses i4=0
o2 uses i5=1
o3 uses i6=0
o4 uses i7=1
o5 uses i8=0
o6 uses i1=0
o7 uses i2=1
o8 uses i3=0
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,e6c946e0,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,9,train_row_analysis_v1.csv
efc2b69d,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101110 -> 11000101
11101001 -> 00111101
11110000 -> 00011110
00100001 -> 00100100
00111111 -> 11100111
10001110 -> 11010001
11011101 -> 10111011

Now, determine the output for: 11100101",10111100,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 00101110 -> 11000101 is consistent with the same bijection mapping.
- 11101001 -> 00111101 is consistent with the same bijection mapping.
So the rule is:
o1 <- i6
o2 <- i7
o3 <- i8
o4 <- i1
o5 <- i2
o6 <- i3
o7 <- i4
o8 <- i5
Query x = 11100101
o1 uses i6=1
o2 uses i7=0
o3 uses i8=1
o4 uses i1=1
o5 uses i2=1
o6 uses i3=1
o7 uses i4=0
o8 uses i5=0
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,efc2b69d,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,7,train_row_analysis_v1.csv
f0007ca0,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01010010 -> 10010010
11100011 -> 00011111
11110111 -> 10111111
11000001 -> 00001110
00000010 -> 00010000
01000010 -> 00010010
00110001 -> 10001001
00011011 -> 11011000

Now, determine the output for: 11011000",11000110,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 01010010 -> 10010010 is consistent with the same bijection mapping.
- 11100011 -> 00011111 is consistent with the same bijection mapping.
So the rule is:
o1 <- i4
o2 <- i5
o3 <- i6
o4 <- i7
o5 <- i8
o6 <- i1
o7 <- i2
o8 <- i3
Query x = 11011000
o1 uses i4=1
o2 uses i5=1
o3 uses i6=0
o4 uses i7=0
o5 uses i8=0
o6 uses i1=1
o7 uses i2=1
o8 uses i3=0
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,f0007ca0,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,8,train_row_analysis_v1.csv
f24b8bee,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010100 -> 10011010
10110011 -> 01110110
11111001 -> 00111111
00111111 -> 11100111
00010010 -> 01000010
01111000 -> 00001111
10110110 -> 11010110
10010100 -> 10010010
01101000 -> 00001101

Now, determine the output for: 11000110",11011000,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 11010100 -> 10011010 is consistent with the same bijection mapping.
- 10110011 -> 01110110 is consistent with the same bijection mapping.
So the rule is:
o1 <- i6
o2 <- i7
o3 <- i8
o4 <- i1
o5 <- i2
o6 <- i3
o7 <- i4
o8 <- i5
Query x = 11000110
o1 uses i6=1
o2 uses i7=1
o3 uses i8=0
o4 uses i1=1
o5 uses i2=1
o6 uses i3=0
o7 uses i4=0
o8 uses i5=0
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,f24b8bee,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,9,train_row_analysis_v1.csv
fc4a85ad,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10101010 -> 01010101
11001001 -> 11100100
10011000 -> 01001100
10000010 -> 01000001
01110010 -> 00111001
00010011 -> 10001001
10100011 -> 11010001
00100000 -> 00010000
10101100 -> 01010110
11001101 -> 11100110

Now, determine the output for: 01101111",10110111,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_bijection
Route granularity: exact
Check examples:
- 10101010 -> 01010101 is consistent with the same bijection mapping.
- 11001001 -> 11100100 is consistent with the same bijection mapping.
So the rule is:
o1 <- i8
o2 <- i1
o3 <- i2
o4 <- i3
o5 <- i4
o6 <- i5
o7 <- i6
o8 <- i7
Query x = 01101111
o1 uses i8=1
o2 uses i1=0
o3 uses i2=1
o4 uses i3=1
o5 uses i4=0
o6 uses i5=1
o7 uses i6=1
o8 uses i7=1
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_bijection,exact,route_trace_full,verified_trace_ready,fc4a85ad,new_unique_exact,bit_exact,binary_bit_permutation_bijection,bit_permutation_inversion,10,train_row_analysis_v1.csv
e20d3f48,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10110011 -> 01001100
11101000 -> 00111010
01100011 -> 01111000
10011011 -> 01000110
11100110 -> 11111001
00100000 -> 00001000
11111000 -> 00111110

Now, determine the output for: 01010101",10110101,Bit Manipulation,"<think>
Route: bit_manipulation.binary_bit_permutation_independent
Route granularity: exact
Check examples:
- 10110011 -> 01001100 is consistent with the same copy/invert mapping.
- 11101000 -> 00111010 is consistent with the same copy/invert mapping.
So the rule is:
o1 <- i6
o2 <- i7
o3 <- i2
o4 <- i2
o5 <- i3
o6 <- i4
o7 <- i5
o8 <- i6
Query x = 01010101
o1 uses i6=1
o2 uses i7=0
o3 uses i2=1
o4 uses i2=1
o5 uses i3=0
o6 uses i4=1
o7 uses i5=0
o8 uses i6=1
Put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_bit_permutation_independent,exact,route_trace_full,verified_trace_ready,e20d3f48,new_unique_exact,bit_exact,binary_bit_permutation_independent,bit_permutation_inversion,7,train_row_analysis_v1.csv
1bcd2b16,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11011000 -> 01101100
01111101 -> 00111110
11110101 -> 01111010
01011110 -> 00101111
11001111 -> 01100111
00011010 -> 00001101
00100000 -> 00010000
01111100 -> 00111110
10011100 -> 01001110

Now, determine the output for: 00001011",00000101,Bit Manipulation,"<think>
Route: bit_manipulation.binary_byte_transform
Route granularity: exact
Check examples:
- 11011000 -> 01101100 because rshift(11011000) = 01101100
- 01111101 -> 00111110 because rshift(01111101) = 00111110
So the rule is rshift.
Query x = 00001011
Apply rshift to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_byte_transform,exact,route_trace_full,verified_trace_ready,1bcd2b16,new_unique_exact,bit_exact,binary_byte_transform,bit_other,9,train_row_analysis_v1.csv
36aee03c,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11110100 -> 01111010
00011111 -> 00001111
01111011 -> 00111101
00111000 -> 00011100
00101010 -> 00010101
00010011 -> 00001001
11010110 -> 01101011
10010010 -> 01001001
11010100 -> 01101010

Now, determine the output for: 11100110",01110011,Bit Manipulation,"<think>
Route: bit_manipulation.binary_byte_transform
Route granularity: exact
Check examples:
- 11110100 -> 01111010 because rshift(11110100) = 01111010
- 00011111 -> 00001111 because rshift(00011111) = 00001111
So the rule is rshift.
Query x = 11100110
Apply rshift to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_byte_transform,exact,route_trace_full,verified_trace_ready,36aee03c,new_unique_exact,bit_exact,binary_byte_transform,bit_other,9,train_row_analysis_v1.csv
8a0867ce,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01000111 -> 00100011
01100011 -> 00110001
10111011 -> 01011101
10010000 -> 01001000
11011000 -> 01101100
10101000 -> 01010100
11101000 -> 01110100
00000101 -> 00000010
01110111 -> 00111011
01101011 -> 00110101

Now, determine the output for: 11101111",01110111,Bit Manipulation,"<think>
Route: bit_manipulation.binary_byte_transform
Route granularity: exact
Check examples:
- 01000111 -> 00100011 because rshift(01000111) = 00100011
- 01100011 -> 00110001 because rshift(01100011) = 00110001
So the rule is rshift.
Query x = 11101111
Apply rshift to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_byte_transform,exact,route_trace_full,verified_trace_ready,8a0867ce,new_unique_exact,bit_exact,binary_byte_transform,bit_other,10,train_row_analysis_v1.csv
8c743940,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10100100 -> 01010010
11000001 -> 01100000
01111011 -> 00111101
01100110 -> 00110011
11010010 -> 01101001
10101110 -> 01010111
00110110 -> 00011011

Now, determine the output for: 11001000",01100100,Bit Manipulation,"<think>
Route: bit_manipulation.binary_byte_transform
Route granularity: exact
Check examples:
- 10100100 -> 01010010 because rshift(10100100) = 01010010
- 11000001 -> 01100000 because rshift(11000001) = 01100000
So the rule is rshift.
Query x = 11001000
Apply rshift to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_byte_transform,exact,route_trace_full,verified_trace_ready,8c743940,new_unique_exact,bit_exact,binary_byte_transform,bit_other,7,train_row_analysis_v1.csv
8d35261d,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10001000 -> 00010001
11011101 -> 10111011
10101000 -> 01010001
01001100 -> 10011000
11111000 -> 11110001
00010010 -> 00100100
11001001 -> 10010011

Now, determine the output for: 11000100",10001001,Bit Manipulation,"<think>
Route: bit_manipulation.binary_byte_transform
Route granularity: exact
Check examples:
- 10001000 -> 00010001 because lrot(10001000) = 00010001
- 11011101 -> 10111011 because lrot(11011101) = 10111011
So the rule is lrot.
Query x = 11000100
Apply lrot to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_byte_transform,exact,route_trace_full,verified_trace_ready,8d35261d,new_unique_exact,bit_exact,binary_byte_transform,bit_permutation_inversion,7,train_row_analysis_v1.csv
e9f53408,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10011001 -> 11111111
10000111 -> 11111111
00111011 -> 11111111
10100100 -> 11111111
11111000 -> 11111111
01100110 -> 11111111
11011011 -> 11111111
01100111 -> 11111111
00111000 -> 11111111
00111110 -> 11111111

Now, determine the output for: 00001100",11111111,Bit Manipulation,"<think>
Route: bit_manipulation.binary_byte_transform
Route granularity: exact
Check ex1 and ex2: the same exact rule is verified.
Apply the exact rule to the query byte and keep the resulting 8-bit output for the final box only.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_byte_transform,exact,route_trace_sanitized,verified_trace_ready,e9f53408,new_unique_exact,bit_exact,binary_byte_transform,bit_other,10,train_row_analysis_v1.csv
012fb81b__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10000100 -> 00000000
01101111 -> 10100011
01001111 -> 10100010
00010010 -> 00000000
10010100 -> 00000000
00101000 -> 00000000
01011001 -> 00100000
00010100 -> 00000000
00111000 -> 00000000
01110000 -> 00000000

Now, determine the output for: 10101101",10000100,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check ex1 and ex2: the same exact rule is verified.
So the rule is majority(ror1,shl5,shr5).
Apply the exact rule to the query byte and keep the resulting 8-bit output for the final box only.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_sanitized,verified_trace_ready,012fb81b,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
04d492a9__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010000 -> 10101101
11011111 -> 10110011
11011010 -> 10111001
10010000 -> 00101001
00101010 -> 01010110
01001111 -> 10011010
11000101 -> 10000110
11001100 -> 10010100
01011010 -> 10110001
00100000 -> 01000010

Now, determine the output for: 10011111",00110111,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check examples:
- 11010000 -> 10101101 because shl1=10100000, shr4=00001101; xor(shl1,shr4) matches the given output
- 11011111 -> 10110011 because shl1=10111110, shr4=00001101; xor(shl1,shr4) matches the given output
So the rule is xor(shl1,shr4).
Query x = 10011111
shl1(x) = 00111110
shr4(x) = 00001001
Apply xor(shl1,shr4) to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_full,verified_trace_ready,04d492a9,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
0520a6ec__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101110 -> 00011100
00001010 -> 00010100
10000101 -> 00001011
11011100 -> 00111001
00101111 -> 00011110
11110111 -> 00001111
10000100 -> 00001001
00000000 -> 00000000
10101100 -> 01011001
01011111 -> 00011110

Now, determine the output for: 11010000",10100001,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check ex1 and ex2: the same exact rule is verified.
So the rule is choose(shl5,shr3,rol1).
Apply the exact rule to the query byte and keep the resulting 8-bit output for the final box only.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_sanitized,verified_trace_ready,0520a6ec,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
0a195a74__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11100010 -> 11111001
11110001 -> 10111100
00001000 -> 00100100
01111101 -> 11001010
11111001 -> 10011000
10000100 -> 01010010
00100000 -> 10010000
11010100 -> 00111010
00001001 -> 00100000
01100010 -> 10111001

Now, determine the output for: 11001101",01010010,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check examples:
- 11100010 -> 11111001 because shl2=10001000, shr1=01110001; xor(shl2,shr1) matches the given output
- 11110001 -> 10111100 because shl2=11000100, shr1=01111000; xor(shl2,shr1) matches the given output
So the rule is xor(shl2,shr1).
Query x = 11001101
shl2(x) = 00110100
shr1(x) = 01100110
Apply xor(shl2,shr1) to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_full,verified_trace_ready,0a195a74,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
0a50c4a8__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10110011 -> 00010000
00100111 -> 10100000
01000011 -> 01101000
00011110 -> 11000011
11001101 -> 00100001
00001011 -> 01100001
11011100 -> 00000011
00110111 -> 10000000
00110001 -> 00000100
10110010 -> 00010010

Now, determine the output for: 11101000",00001101,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check examples:
- 10110011 -> 00010000 because shl1=01100110, shr7=00000001, ror3=01110110; choose(shl1,shr7,ror3) matches the given output
- 00100111 -> 10100000 because shl1=01001110, shr7=00000000, ror3=11100100; choose(shl1,shr7,ror3) matches the given output
So the rule is choose(shl1,shr7,ror3).
Query x = 11101000
shl1(x) = 11010000
shr7(x) = 00000001
ror3(x) = 00011101
Apply choose(shl1,shr7,ror3) to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_full,verified_trace_ready,0a50c4a8,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
0cb88778__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101100 -> 10000101
00100100 -> 10000100
10110000 -> 00010110
11011111 -> 00111011
11010111 -> 00111010
11111101 -> 10111111
10010011 -> 00110010
01001001 -> 00101001
01000110 -> 01001000
10110010 -> 01010110

Now, determine the output for: 10000111",00110000,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check examples:
- 00101100 -> 10000101 because shl6=00000000, shr2=00001011, ror3=10000101; choose(shl6,shr2,ror3) matches the given output
- 00100100 -> 10000100 because shl6=00000000, shr2=00001001, ror3=10000100; choose(shl6,shr2,ror3) matches the given output
So the rule is choose(shl6,shr2,ror3).
Query x = 10000111
shl6(x) = 11000000
shr2(x) = 00100001
ror3(x) = 11110000
Apply choose(shl6,shr2,ror3) to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_full,verified_trace_ready,0cb88778,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
13009e35__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101010 -> 10101000
10000000 -> 00000010
11001011 -> 10111111
10010101 -> 01010110
01001010 -> 10101001
10010110 -> 01111010
00000001 -> 00010100
00110001 -> 11010100
11010011 -> 01111111
00111010 -> 11101000

Now, determine the output for: 11100110",11111011,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check examples:
- 00101010 -> 10101000 because rol2=10101000, shl4=10100000; or(rol2,shl4) matches the given output
- 10000000 -> 00000010 because rol2=00000010, shl4=00000000; or(rol2,shl4) matches the given output
So the rule is or(rol2,shl4).
Query x = 11100110
rol2(x) = 10011011
shl4(x) = 01100000
Apply or(rol2,shl4) to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_full,verified_trace_ready,13009e35,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
16e151ec__pfsf_exactclone,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00110010 -> 01100100
11110001 -> 11100001
11101011 -> 11010101
11010111 -> 10101101
11111101 -> 11111001
10110110 -> 01101110
01101000 -> 11010001
11000011 -> 10000101
00000101 -> 00001010
00000000 -> 00000000

Now, determine the output for: 10001101",00011000,Bit Manipulation,"<think>
Route: bit_manipulation.binary_structured_byte_formula
Route granularity: exact
Check examples:
- 00110010 -> 01100100 because shl1=01100100, shr6=00000000; xor(shl1,shr6) matches the given output
- 11110001 -> 11100001 because shl1=11100010, shr6=00000011; xor(shl1,shr6) matches the given output
So the rule is xor(shl1,shr6).
Query x = 10001101
shl1(x) = 00011010
shr6(x) = 00000010
Apply xor(shl1,shr6) to the query and put the resulting 8-bit output in the final box.
Constraints: exact_8bit, leading_zeros, box_only_final.
</think>",bit_manipulation.binary_structured_byte_formula,exact,route_trace_full,verified_trace_ready,16e151ec,blocked_exact_clone,bit_structured_byte_exact,binary_structured_byte_formula,bit_structured_byte_formula,10,train_row_analysis_v1.csv
