benchmark_name,benchmark_role,benchmark_index,id,prompt,answer,family,family_short,template_subtype,selection_tier,teacher_solver_candidate,answer_type,num_examples,prompt_len_chars,hard_score,group_signature,query_raw,leaderboard_proxy_bucket,proxy_v2_source,proxy_v2_focus_bucket,proxy_v2_note,v1_focus_bucket,v1_exposure_band,v1_bucket_note,bit_structured_formula_name,bit_structured_formula_abstract_family,bit_not_structured_formula_name,bit_structured_formula_safe_support,bit_structured_formula_abstract_support,bit_not_structured_formula_safe_support,bit_no_candidate_positions,bit_multi_candidate_positions,query_hamming_bin,audit_priority_score,_source_name,_source_split,proxy_role,leaderboard_proxy_note,v3f_prediction,current_prediction,v3f_is_correct,current_is_correct
leaderboard_proxy_v2_set,leaderboard_proxy_v2,25,046e8532,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10000111 -> 00111100
00110000 -> 10000001
11001101 -> 01101110
01011011 -> 11011010
11110111 -> 10111111
00100001 -> 00001001
00001110 -> 01110000
11010111 -> 10111110
01001111 -> 01111010

Now, determine the output for: 10000011",00011100,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwmid,10000011,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,rol3,rol,rol3,6.0,11.0,3.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00011100,00011100,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,26,06412918,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10101000 -> 00010101
10111010 -> 01010111
11001001 -> 00111001
00101000 -> 00000101
10000110 -> 11010000
00010011 -> 01100010
11101000 -> 00011101
10011110 -> 11010011
00101011 -> 01100101

Now, determine the output for: 10010000",00010010,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwlow,10010000,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,7.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00010010,00010010,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,27,8ad0116e,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11011000 -> 00011011
01100011 -> 01101100
11110100 -> 10011110
01101010 -> 01001101
11111110 -> 11011111
01100101 -> 10101100
11110111 -> 11111110
00001111 -> 11100001
10110011 -> 01110110

Now, determine the output for: 00100010",01000100,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwlow,00100010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror3,ror,ror3,8.0,18.0,4.0,0.0,2.0,-1.0,7.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,01000100,01000100,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,28,a00fe76a,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010011 -> 11110100
10010001 -> 01100100
00100001 -> 01001000
10101011 -> 11101010
10010111 -> 11100101
11010010 -> 10110100
01100110 -> 10011001
10101010 -> 10101010
00111101 -> 01001111

Now, determine the output for: 11101110",10111011,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwhigh,11101110,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror2,ror,ror2,5.0,18.0,4.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,10111011,10111011,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,29,d50683b4,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010001 -> 00111010
10010011 -> 01110010
11101111 -> 11111101
11110100 -> 10011110
01110101 -> 10101110
11111011 -> 01111111
11111101 -> 10111111
01110100 -> 10001110
11111000 -> 00011111

Now, determine the output for: 00110001",00100110,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwmid,00110001,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror3,ror,ror3,8.0,18.0,4.0,0.0,0.0,-1.0,7.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00100110,00100110,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,30,0c7acd69,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00000111 -> 00001110
01101001 -> 11010010
11101110 -> 11011101
00100110 -> 01001100
11100111 -> 11001111
00101101 -> 01011010
00101111 -> 01011110
01110011 -> 11100110
11000010 -> 10000101
01110110 -> 11101100

Now, determine the output for: 11111010",11110101,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,lrot__ex10__qhwhigh,11111010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,5.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,11110101,11110101,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,31,2dcfc1a3,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00100011 -> 01000110
01011110 -> 10111100
00001011 -> 00010110
11100111 -> 11001111
00110100 -> 01101000
10000001 -> 00000011
00100111 -> 01001110
01001100 -> 10011000
01101001 -> 11010010
11010100 -> 10101001

Now, determine the output for: 00010100",00101000,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,lrot__ex10__qhwlow,00010100,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,5.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00101000,00101000,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,32,629b09d1,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10011110 -> 01001111
00110111 -> 10011011
00000011 -> 10000001
01011101 -> 10101110
10111011 -> 11011101
01011011 -> 10101101
01001000 -> 00100100
11110111 -> 11111011
01110110 -> 00111011
01100110 -> 00110011

Now, determine the output for: 01110100",00111010,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,rrot__ex10__qhwmid,01110100,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,5.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00111010,00111010,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,33,a4970d02,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11100000 -> 01110000
00010000 -> 00001000
10100110 -> 01010011
11011001 -> 11101100
11110101 -> 11111010
00000011 -> 10000001
00110101 -> 10011010
10111101 -> 11011110
10101111 -> 11010111
10000100 -> 01000010

Now, determine the output for: 00001010",00000101,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,rrot__ex10__qhwlow,00001010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror1,ror,ror1,5.0,18.0,3.0,0.0,0.0,-1.0,6.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00000101,00000101,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,34,b5b9c138,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01011101 -> 10111010
01000111 -> 10001110
10100101 -> 01001011
00010110 -> 00101100
00100110 -> 01001100
11100111 -> 11001111
11111100 -> 11111001
10101010 -> 01010101
00100111 -> 01001110
11101110 -> 11011101

Now, determine the output for: 10010000",00100001,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,lrot__ex10__qhwlow,10010000,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00100001,00100001,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,35,c24e1a48,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11000100 -> 01100010
01110011 -> 10111001
01000000 -> 00100000
11101010 -> 01110101
01111101 -> 10111110
11000000 -> 01100000
10001010 -> 01000101
01101101 -> 10110110
00000111 -> 10000011
01011110 -> 00101111

Now, determine the output for: 00100010",00010001,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,rrot__ex10__qhwlow,00100010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,5.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00010001,00010001,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,36,1532c0d1,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101001 -> 00000010
00010101 -> 01000101
00100100 -> 00001001
00011110 -> 00000111
11100001 -> 01111000
01001101 -> 00011011
01001100 -> 00010011
10011111 -> 00010111
10011100 -> 00000111
10001001 -> 00100010

Now, determine the output for: 01110011",01001100,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula_abstract,binary8,10,510,6.0,unknown__ex10__qhwmid,01110011,dominant_structured_abstract,leaderboard_proxy_v1_focus,dominant_structured_abstract,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_abstract,dominant,v1で厚い structured-byte abstract family 寄り slice。,"choose(shl3,shr3,ror2)","choose(shl,shr,ror)","choose(not(shl3),ror2,shr3)",1.0,42.0,1.0,5.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00011100,00011100,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,37,25a8aeb1,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00001101 -> 11000010
10000111 -> 01110000
00011001 -> 10000011
10100000 -> 00001010
11001101 -> 01010110
10011010 -> 10101101
11110111 -> 00111101
00010010 -> 00000101
01111111 -> 00011111
01100110 -> 00101010

Now, determine the output for: 11011001",00111111,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula_abstract,binary8,10,510,6.0,unknown__ex10__qhwmid,11011001,dominant_structured_abstract,leaderboard_proxy_v1_focus,dominant_structured_abstract,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_abstract,dominant,v1で厚い structured-byte abstract family 寄り slice。,"choose(shl1,shr2,nibble_swap)","choose(shl,shr,nibble_swap)","choose(not(shl1),nibble_swap,shr2)",1.0,21.0,1.0,7.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00010110,00101101,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,38,26a70ae0,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11101000 -> 00010001
00101000 -> 00000000
01110011 -> 11000110
01111010 -> 10000100
11011101 -> 00011011
11010011 -> 10000010
01110101 -> 01001010
10011001 -> 00010011
11001100 -> 00011001
01100001 -> 01000000

Now, determine the output for: 11101010",10010101,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula_abstract,binary8,10,510,6.0,unknown__ex10__qhwmid,11101010,dominant_structured_abstract,leaderboard_proxy_v1_focus,dominant_structured_abstract,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_abstract,dominant,v1で厚い structured-byte abstract family 寄り slice。,"majority(rol1,shl6,shr3)","majority(rol,shl,shr)","majority(rol1,shl6,shr3)",1.0,41.0,1.0,6.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00010010,00010101,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,39,37664f79,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00000111 -> 00100000
01010000 -> 00000000
01001101 -> 00101001
01100101 -> 00101000
01010111 -> 10101000
11110101 -> 10101010
11000010 -> 00010000
00011110 -> 11000000
00111110 -> 11000000
11010001 -> 00001010

Now, determine the output for: 11010111",10111010,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula_abstract,binary8,10,510,6.0,unknown__ex10__qhwhigh,11010111,dominant_structured_abstract,leaderboard_proxy_v1_focus,dominant_structured_abstract,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_abstract,dominant,v1で厚い structured-byte abstract family 寄り slice。,"majority(ror3,shl3,shr6)","majority(ror,shl,shr)","majority(ror3,shl3,shr6)",1.0,52.0,1.0,8.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,10101000,10100000,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,40,37d81990,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00010100 -> 01101000
10100000 -> 01000001
10100110 -> 01101101
01110100 -> 11101000
11011110 -> 11111101
01001101 -> 11011010
01011110 -> 11111100
00110101 -> 01111010
00001011 -> 10110110
00110110 -> 01101100

Now, determine the output for: 10110101",01111011,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula_abstract,binary8,10,510,6.0,unknown__ex10__qhwmid,10110101,dominant_structured_abstract,leaderboard_proxy_v1_focus,dominant_structured_abstract,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_abstract,dominant,v1で厚い structured-byte abstract family 寄り slice。,"or(rol1,shl4)","or(rol,shl)",,1.0,20.0,0.0,4.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,01111010,01110101,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,41,012fb81b,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10000100 -> 00000000
01101111 -> 10100011
01001111 -> 10100010
00010010 -> 00000000
10010100 -> 00000000
00101000 -> 00000000
01011001 -> 00100000
00010100 -> 00000000
00111000 -> 00000000
01110000 -> 00000000

Now, determine the output for: 10101101",10000100,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula,binary8,10,510,6.0,unknown__ex10__qhwmid,10101101,dominant_structured_safe,leaderboard_proxy_v1_focus,dominant_structured_safe,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_safe,dominant,v1で最も厚い structured-byte exact formula 寄り slice。,"majority(ror1,shl5,shr5)","majority(ror,shl,shr)","majority(ror1,shl5,shr5)",2.0,52.0,2.0,7.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,01000010,00000000,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,42,0520a6ec,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101110 -> 00011100
00001010 -> 00010100
10000101 -> 00001011
11011100 -> 00111001
00101111 -> 00011110
11110111 -> 00001111
10000100 -> 00001001
00000000 -> 00000000
10101100 -> 01011001
01011111 -> 00011110

Now, determine the output for: 11010000",10100001,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula,binary8,10,510,6.0,unknown__ex10__qhwmid,11010000,dominant_structured_safe,leaderboard_proxy_v1_focus,dominant_structured_safe,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_safe,dominant,v1で最も厚い structured-byte exact formula 寄り slice。,"choose(shl5,shr3,rol1)","choose(shl,shr,rol)","and(not(shl5),rol1)",4.0,59.0,4.0,3.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00100001,00100001,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,43,0a50c4a8,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10110011 -> 00010000
00100111 -> 10100000
01000011 -> 01101000
00011110 -> 11000011
11001101 -> 00100001
00001011 -> 01100001
11011100 -> 00000011
00110111 -> 10000000
00110001 -> 00000100
10110010 -> 00010010

Now, determine the output for: 11101000",00001101,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula,binary8,10,510,6.0,unknown__ex10__qhwmid,11101000,dominant_structured_safe,leaderboard_proxy_v1_focus,dominant_structured_safe,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_safe,dominant,v1で最も厚い structured-byte exact formula 寄り slice。,"choose(shl1,shr7,ror3)","choose(shl,shr,ror)","and(not(shl1),ror3)",2.0,42.0,2.0,5.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00000100,00000011,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,44,13009e35,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00101010 -> 10101000
10000000 -> 00000010
11001011 -> 10111111
10010101 -> 01010110
01001010 -> 10101001
10010110 -> 01111010
00000001 -> 00010100
00110001 -> 11010100
11010011 -> 01111111
00111010 -> 11101000

Now, determine the output for: 11100110",11111011,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula,binary8,10,510,6.0,unknown__ex10__qhwmid,11100110,dominant_structured_safe,leaderboard_proxy_v1_focus,dominant_structured_safe,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_safe,dominant,v1で最も厚い structured-byte exact formula 寄り slice。,"or(rol2,shl4)","or(rol,shl)","or(rol2,shl4)",3.0,20.0,2.0,2.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00111011,01111011,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,45,1f1292d6,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10110011 -> 10011001
11100100 -> 00100110
00010101 -> 10101000
10110100 -> 10100001
11011110 -> 11110100
10001100 -> 01100000
00011101 -> 11101000
00100110 -> 00110000
11001111 -> 01111100
10111010 -> 11010001

Now, determine the output for: 01010001",10001000,bit_manipulation,binary,bit_structured_byte_formula,answer_only_keep,,binary8,10,510,6.0,unknown__ex10__qhwmid,01010001,dominant_structured_safe,leaderboard_proxy_v1_focus,dominant_structured_safe,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_safe,dominant,v1で最も厚い structured-byte exact formula 寄り slice。,"choose(nibble_swap,rol3,shl3)","choose(nibble_swap,rol,shl)","choose(nibble_swap,rol3,shl3)",2.0,3.0,2.0,2.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00001000,10001010,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,46,2817d770,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10111000 -> 11101110
01010000 -> 01010101
10000000 -> 00100010
11011000 -> 01110111
00000010 -> 00001000
00010001 -> 01000100
11111011 -> 11111111
00110110 -> 11011101
11000011 -> 00111111
00010110 -> 01011101

Now, determine the output for: 00011000",01100110,bit_manipulation,binary,bit_structured_byte_formula,verified_trace_ready,binary_structured_byte_formula,binary8,10,510,6.0,unknown__ex10__qhwlow,00011000,dominant_structured_safe,leaderboard_proxy_v1_focus,dominant_structured_safe,Focused hidden-gap slices from leaderboard_proxy_v1.,dominant_structured_safe,dominant,v1で最も厚い structured-byte exact formula 寄り slice。,"or(rol2,shr2)","or(rol,shr)",,3.0,31.0,0.0,4.0,0.0,-1.0,0.0,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,00110000,00110011,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,47,008b52fd,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10011001 -> 01001110
10110101 -> 00010110
10011101 -> 01000110
10011110 -> 11000010
10111000 -> 10001110
11010000 -> 01011111
00110001 -> 00011101
11000111 -> 11110011
11110001 -> 10011111
11010001 -> 11011111

Now, determine the output for: 00001101",01100101,bit_manipulation,binary,bit_other,verified_trace_ready,binary_affine_xor,binary8,10,510,6.0,unknown__ex10__qhwmid,00001101,supported_affine_xor,leaderboard_proxy_v1_focus,supported_affine_xor,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_affine_xor,supported,v1で明示的に学習量を確保した affine_xor slice。,,,,0.0,0.0,0.0,2.0,0.0,-1.0,9.5,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,10010011,01000100,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,48,08615ada,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01001000 -> 00101001
01101111 -> 10110001
11000010 -> 00010000
10011100 -> 01100011
00010111 -> 01011110
11010001 -> 01011110
01101001 -> 10101001
11010010 -> 01010010
11011001 -> 01111111
00000101 -> 00010100

Now, determine the output for: 10111110",11101111,bit_manipulation,binary,bit_other,verified_trace_ready,binary_affine_xor,binary8,10,510,6.0,unknown__ex10__qhwhigh,10111110,supported_affine_xor,leaderboard_proxy_v1_focus,supported_affine_xor,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_affine_xor,supported,v1で明示的に学習量を確保した affine_xor slice。,"xor(shl2,shr3)","xor(shl,shr)","xor(not(shl2),not(shr3))",13.0,322.0,12.0,3.0,0.0,-1.0,9.5,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,01111101,01111011,False,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,49,0d7aacfc,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11000000 -> 10110000
00010110 -> 00101001
11100001 -> 11111010
11110011 -> 11011010
11101011 -> 11101100
01101000 -> 11001010
00010101 -> 00101111
01010011 -> 10110010
11111101 -> 11000101
10101010 -> 01111110

Now, determine the output for: 10100100",01100001,bit_manipulation,binary,bit_other,verified_trace_ready,binary_affine_xor,binary8,10,510,6.0,unknown__ex10__qhwmid,10100100,supported_affine_xor,leaderboard_proxy_v1_focus,supported_affine_xor,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_affine_xor,supported,v1で明示的に学習量を確保した affine_xor slice。,"xor(shl1,shr2)","xor(shl,shr)","xor(not(shl1),not(shr2))",11.0,322.0,10.0,5.0,0.0,-1.0,9.5,binary_bias_specialized_set,specialized,both_wrong,Rows both models miss; approximates hidden hard tail not captured by local320.,01001001,01101001,False,False
