id,origin_problem_id,category,bucket,selection_tier,template_subtype,teacher_solver_candidate,recommended_repeat_count,assistant_styles,source_mixes,prompt_suffix_modes,proxy_failed,validation_failed,hard_score,source_tags
77602e0f,77602e0f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
77804b32,77804b32,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
789b83ce,789b83ce,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
790d2fa8,790d2fa8,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
7a4063e6,7a4063e6,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
8171f73c,8171f73c,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
835c56b6,835c56b6,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
845fee60,845fee60,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
851a22cb,851a22cb,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
86b727ff,86b727ff,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
872c96f1,872c96f1,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
885c8b51,885c8b51,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,8.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
88fff090,88fff090,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
8abcff0f,8abcff0f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
8e5d6fe6,8e5d6fe6,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|measured_regression|train_recommended_learning_target_v1|v1_selected|v4_public_base
8f07a84d,8f07a84d,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
9460a623,9460a623,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
97e7a57f,97e7a57f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,7.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
a4770481,a4770481,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
a4f4fb0c,a4f4fb0c,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
a5749dc0,a5749dc0,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
a62417fe,a62417fe,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
a897b8bc,a897b8bc,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b3a9b053,b3a9b053,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b4549ab9,b4549ab9,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b5e40e49,b5e40e49,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b69238c1,b69238c1,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b8954f14,b8954f14,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b91855fd,b91855fd,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
b9e9dc9f,b9e9dc9f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,7.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
bc19cd14,bc19cd14,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
c1b427bb,c1b427bb,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
c27fd09b,c27fd09b,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
c395b6ec,c395b6ec,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
c4a6d52b,c4a6d52b,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
c628dd06,c628dd06,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
c90fa3a6,c90fa3a6,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
cd17f040,cd17f040,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
ced947c8,ced947c8,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
d08ef8d1,d08ef8d1,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
d5c5d624,d5c5d624,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
d6e6f8b5,d6e6f8b5,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
d8457e76,d8457e76,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
e20aa7b7,e20aa7b7,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
e7f1ac8e,e7f1ac8e,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
e98106b7,e98106b7,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
e998079c,e998079c,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
ea3f72ee,ea3f72ee,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
ee61df9f,ee61df9f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
eea91b82,eea91b82,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
eed2f3ae,eed2f3ae,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
f30b205e,f30b205e,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
f376c085,f376c085,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
f3971b9a,f3971b9a,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
f459b7b4,f459b7b4,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
f4925854,f4925854,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
fb5a7b9e,fb5a7b9e,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
ff8b36e7,ff8b36e7,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
ff948917,ff948917,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0520a6ec,0520a6ec,bit_manipulation,binary_structured_donor_exact,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,True,True,6.0,base_to_current_validation_regressed|binary_structured_exact_core|current_proxy_fail|current_validation_fail|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v3_to_current_proxy_regressed|v3_to_current_validation_regressed|v6_binary_donor
0a50c4a8,0a50c4a8,bit_manipulation,binary_structured_donor_exact,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,False,False,6.0,base_to_current_proxy_improved|binary_structured_exact_core|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v6_binary_donor
17fd9612,17fd9612,bit_manipulation,binary_structured_donor_exact,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,False,False,5.0,binary_structured_exact_core|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v6_binary_donor
59c78e51,59c78e51,bit_manipulation,binary_structured_donor_exact,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,True,False,3.0,binary_structured_exact_core|current_proxy_fail|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v6_binary_donor
8e5d6fe6,8e5d6fe6,bit_manipulation,binary_structured_donor_exact,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,False,False,6.0,binary_structured_exact_core|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v6_binary_donor
0fd289d8,0fd289d8,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|measured_regression|v4_public_base
3d6a080f,3d6a080f,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
68d2848b,68d2848b,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
794d0a6d,794d0a6d,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
7dd5d514,7dd5d514,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
80311ce2,80311ce2,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
8471932e,8471932e,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
98856799,98856799,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
a143f146,a143f146,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
ab015d3c,ab015d3c,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
d0b20175,d0b20175,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
fdae34f8,fdae34f8,gravity,easy_gravity_fragile,,,,1,legacy_v4_surface_trace,v4_public_base,boxed_final_answer,False,False,0.0,base_snapshot_guardrail|easy_gravity_fragile|v4_public_base
0031df9c_matching_and,0031df9c,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_0031df9c|section_and
030479a6_matching_and,030479a6,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_030479a6|section_and
04c44df4_matching_and,04c44df4,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_04c44df4|section_and
05d58fb3_matching_and,05d58fb3,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_05d58fb3|section_and
06698d4e_matching_and,06698d4e,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_06698d4e|section_and
0a50c4a8_matching_and,0a50c4a8,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_0a50c4a8|section_and
0b16458a_matching_and,0b16458a,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_0b16458a|section_and
0ba9af93_matching_and,0ba9af93,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_0ba9af93|section_and
0dd5caf4_matching_and,0dd5caf4,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_0dd5caf4|section_and
106aeb25_matching_and,106aeb25,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_106aeb25|section_and
10d29630_matching_and,10d29630,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_10d29630|section_and
1bea1a7b_matching_and,1bea1a7b,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_1bea1a7b|section_and
1bf84ce3_matching_and,1bf84ce3,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_1bf84ce3|section_and
1da4f2db_matching_and,1da4f2db,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_1da4f2db|section_and
1fe9b923_matching_and,1fe9b923,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_1fe9b923|section_and
20052c2f_matching_and,20052c2f,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_20052c2f|section_and
201b150e_matching_and,201b150e,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_201b150e|section_and
21312779_matching_and,21312779,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_21312779|section_and
22e28f23_matching_and,22e28f23,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_22e28f23|section_and
2441e2b4_matching_and,2441e2b4,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2441e2b4|section_and
24ef5b88_matching_and,24ef5b88,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_24ef5b88|section_and
25764d5f_matching_and,25764d5f,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_25764d5f|section_and
26a70ae0_matching_and,26a70ae0,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_26a70ae0|section_and
2774d7a4_matching_and,2774d7a4,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2774d7a4|section_and
2aae1021_matching_and,2aae1021,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2aae1021|section_and
2b50eb88_matching_and,2b50eb88,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2b50eb88|section_and
2c6cb766_matching_and,2c6cb766,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2c6cb766|section_and
2d63b436_matching_and,2d63b436,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2d63b436|section_and
2dc6056a_matching_and,2dc6056a,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_2dc6056a|section_and
33519c2f_matching_and,33519c2f,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_33519c2f|section_and
34a31822_matching_and,34a31822,matching,matching_aux_and,v9_matching_aux,matching_section,aopen_matching_section,1,aopen_matching_aux,v9_bit_matching_aux,none,False,False,0.0,aopen_matching_style|bit_matching_aux|origin_34a31822|section_and
