id,family,audit_bucket,hard_score,risk_bin,is_public_test_overlap,subfamily,answer_type,num_examples,query_raw,parse_ok,parse_confidence,group_signature,prompt_preview,answer
2fa9d67f,text_decryption,normal,0.0,risk_low,False,tokens_4,text_phrase,3,aml xlkila xapblfa niralx,True,0.97,wc4__lensig3-6-7-6__charpatlow,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
orft vgpfb rfxrbl sgpfajrf -> king found inside mountain
kja xapbrlx ug",the secret student writes
f83118d7,text_decryption,normal,0.0,risk_low,False,tokens_4,text_phrase,3,efvvoz jzchonj zuegcmu qfaand,True,0.97,wc4__lensig6-7-7-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lfz owfmotnj zuegcmu jlugga -> cat imagines through school
ufzzne jnnj ",rabbit studies through valley
0c26f842,unit_conversion,hard,4.0,risk_high,False,ratio_edge,numeric,5,5.12,True,0.99,rbinedge__qbin0,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
9.02 m becomes 15.88
10.71 m becomes 18.86
19.77 m becomes 34.81
43.22 ",9.01
2c37ce5c,unit_conversion,hard,4.0,risk_high,False,ratio_edge,numeric,5,48.2,True,0.99,rbinedge__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
38.03 m becomes 68.71
48.48 m becomes 87.59
46.85 m becomes 84.65
10.39",87.09
50cd5357,unit_conversion,hard,4.0,risk_high,False,ratio_edge,numeric,5,8.17,True,0.99,rbinedge__qbin0,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
31.58 m becomes 56.54
47.15 m becomes 84.41
39.73 m becomes 71.13
11.12",14.63
87450705,unit_conversion,hard,4.0,risk_high,False,ratio_edge,numeric,5,47.69,True,0.99,rbinedge__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
46.3 m becomes 84.15
26.12 m becomes 47.47
20.83 m becomes 37.86
47.29 ",86.67
9e919776,unit_conversion,hard,4.0,risk_high,False,ratio_edge,numeric,5,48.23,True,0.99,rbinedge__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
47.09 m becomes 87.01
15.98 m becomes 29.53
36.39 m becomes 67.24
25.35",89.11
e66b3d65,unit_conversion,hard,4.0,risk_high,False,ratio_edge,numeric,5,49.27,True,0.99,rbinedge__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
40.02 m becomes 70.95
30.89 m becomes 54.76
20.84 m becomes 36.94
26.05",87.35
0059df78,unit_conversion,hard,3.0,risk_high,False,ratio_lt1,numeric,5,47.21,True,0.99,rbinlt1__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
35.31 m becomes 32.49
11.58 m becomes 10.65
37.75 m becomes 34.73
7.15 ",43.43
01466f0b,unit_conversion,hard,3.0,risk_high,False,ratio_edge,numeric,5,26.76,True,0.99,rbinedge__qbin2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
15.99 m becomes 28.03
10.68 m becomes 18.72
34.08 m becomes 59.75
8.82 ",46.91
0220c8b2,unit_conversion,hard,3.0,risk_high,False,ratio_lt2,numeric,5,49.47,True,0.99,rbinlt2__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
34.58 m becomes 68.32
43.89 m becomes 86.72
42.25 m becomes 83.48
7.81 ",97.74
033826f6,unit_conversion,hard,3.0,risk_high,False,ratio_edge,numeric,5,16.04,True,0.99,rbinedge__qbin1,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
40.23 m becomes 73.10
45.07 m becomes 81.90
42.21 m becomes 76.70
30.14",29.15
589f4e37,unit_conversion,normal,3.0,risk_high,False,ratio_edge,numeric,5,12.07,True,0.99,rbinedge__qbin1,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
20.5 m becomes 36.01
23.18 m becomes 40.72
27.15 m becomes 47.69
11.45 ",21.20
29a628b0,unit_conversion,normal,2.0,risk_mid,False,ratio_lt2,numeric,5,34.85,True,0.99,rbinlt2__qbin3,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
18.37 m becomes 24.98
13.18 m becomes 17.92
48.78 m becomes 66.32
25.69",47.38
330362ed,unit_conversion,normal,2.0,risk_mid,False,ratio_lt2,numeric,5,48.29,True,0.99,rbinlt2__qbin4,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
11.0 m becomes 14.82
34.41 m becomes 46.37
22.21 m becomes 29.93
34.18 ",65.07
91598ca4,unit_conversion,normal,2.0,risk_high,False,ratio_lt1,numeric,5,39.04,True,0.99,rbinlt1__qbin3,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
33.61 m becomes 23.26
19.85 m becomes 13.74
17.49 m becomes 12.10
44.96",27.02
923e1560,unit_conversion,normal,2.0,risk_high,False,ratio_lt2,numeric,5,24.57,True,0.99,rbinlt2__qbin2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
33.69 m becomes 36.98
5.25 m becomes 5.76
19.53 m becomes 21.44
48.57 m",26.97
c91ba3ac,unit_conversion,normal,2.0,risk_high,False,ratio_lt1,numeric,5,39.98,True,0.99,rbinlt1__qbin3,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
35.68 m becomes 32.68
6.46 m becomes 5.92
23.73 m becomes 21.73
35.42 m",36.61
1722a63c,unit_conversion,normal,1.0,risk_low,False,ratio_lt2,numeric,3,26.87,True,0.99,rbinlt2__qbin2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
8.66 m becomes 10.55
29.68 m becomes 36.14
11.11 m becomes 13.53
Now, c",32.72
6aa0e8fd,unit_conversion,normal,1.0,risk_low,False,ratio_lt2,numeric,4,26.99,True,0.99,rbinlt2__qbin2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
12.16 m becomes 17.32
32.04 m becomes 45.63
40.22 m becomes 57.28
20.67",38.44
70e6ddcc,unit_conversion,normal,1.0,risk_low,False,ratio_lt2,numeric,3,14.69,True,0.99,rbinlt2__qbin1,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
45.62 m becomes 76.25
30.6 m becomes 51.15
9.48 m becomes 15.85
Now, co",24.55
83074095,unit_conversion,normal,1.0,risk_low,False,ratio_lt2,numeric,3,24.28,True,0.99,rbinlt2__qbin2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
39.98 m becomes 64.41
34.71 m becomes 55.92
32.07 m becomes 51.67
Now, ",39.12
