id,category,bucket,selection_tier,template_subtype,teacher_solver_candidate,recommended_repeat_count,assistant_styles,proxy_failed,validation_failed,hard_score,binary_family_key,bit_query_binary,source_tags
88ca8c4a,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(rol,shl,shr)",10100100,binary_structured_exact_core|train_recommended_learning_target_v1
63227af6,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(ror,shl)",01011111,binary_structured_exact_core|train_recommended_learning_target_v1
e998079c,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(ror,shl)",00101101,binary_structured_exact_core|train_recommended_learning_target_v1
26183eb8,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",11110110,binary_structured_exact_core|train_recommended_learning_target_v1
314d28a0,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",10100000,binary_structured_exact_core|train_recommended_learning_target_v1
5f76ba09,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",11110101,binary_structured_exact_core|train_recommended_learning_target_v1
6349d105,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",10110110,binary_structured_exact_core|train_recommended_learning_target_v1
bd30ccbd,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",11100011,binary_structured_exact_core|train_recommended_learning_target_v1
1c19ad3e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",11001000,binary_structured_exact_core|train_recommended_learning_target_v1
3ff1ae35,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",00000101,binary_structured_exact_core|train_recommended_learning_target_v1
f3fc7209,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(ror,shl)",00010011,binary_structured_exact_core|train_recommended_learning_target_v1
20f3b869,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"or(rol,shr)",01101111,binary_structured_exact_core|train_recommended_learning_target_v1
3131bfb3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"or(rol,shr)",01111110,binary_structured_exact_core|train_recommended_learning_target_v1
d5c5d624,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"or(rol,shr)",00001010,binary_structured_exact_core|train_recommended_learning_target_v1
619a99d2,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(rol,shr)",01101000,binary_structured_exact_core|train_recommended_learning_target_v1
89906f16,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(rol,shr)",00100000,binary_structured_exact_core|train_recommended_learning_target_v1
a59e2ff7,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(rol,shr)",11001001,binary_structured_exact_core|train_recommended_learning_target_v1
654e8a98,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"or(rol,shr)",00100001,binary_structured_exact_core|train_recommended_learning_target_v1
7a79ac09,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"or(rol,shr)",01011011,binary_structured_exact_core|train_recommended_learning_target_v1
77804b32,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"or(ror,shr)",00101000,binary_structured_exact_core|train_recommended_learning_target_v1
a4770481,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"or(ror,shr)",00011100,binary_structured_exact_core|train_recommended_learning_target_v1
f376c085,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"or(ror,shr)",10001001,binary_structured_exact_core|train_recommended_learning_target_v1
287e5272,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(ror,shr)",11000101,binary_structured_exact_core|train_recommended_learning_target_v1
8ac1a11a,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(ror,shr)",11100110,binary_structured_exact_core|train_recommended_learning_target_v1
a50e5d7e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(ror,shr)",01101011,binary_structured_exact_core|train_recommended_learning_target_v1
c23fca57,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"or(ror,shr)",01000001,binary_structured_exact_core|train_recommended_learning_target_v1
75e869dd,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"or(ror,shr)",10010110,binary_structured_exact_core|train_recommended_learning_target_v1
73d0b62c,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",00111010,binary_structured_exact_core|train_recommended_learning_target_v1
78d9d61d,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",00100110,binary_structured_exact_core|train_recommended_learning_target_v1
97eb9131,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01111010,binary_structured_exact_core|train_recommended_learning_target_v1
af58b824,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11011011,binary_structured_exact_core|train_recommended_learning_target_v1
b14f7be3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11111100,binary_structured_exact_core|train_recommended_learning_target_v1
d6f4e854,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11100100,binary_structured_exact_core|train_recommended_learning_target_v1
da7288cb,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11110101,binary_structured_exact_core|train_recommended_learning_target_v1
e67cbe88,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01110100,binary_structured_exact_core|train_recommended_learning_target_v1
e8f79d26,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11001010,binary_structured_exact_core|train_recommended_learning_target_v1
f17db8d6,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",10110010,binary_structured_exact_core|train_recommended_learning_target_v1
fd2c352d,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11110101,binary_structured_exact_core|train_recommended_learning_target_v1
07d1cd39,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",00001110,binary_structured_exact_core|train_recommended_learning_target_v1
0855605b,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10011011,binary_structured_exact_core|train_recommended_learning_target_v1
0c88a3dc,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",01000101,binary_structured_exact_core|train_recommended_learning_target_v1
0f1bc0ff,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10010110,binary_structured_exact_core|train_recommended_learning_target_v1
161d4390,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10001011,binary_structured_exact_core|train_recommended_learning_target_v1
26c83e22,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",00110010,binary_structured_exact_core|train_recommended_learning_target_v1
2aa0fadc,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",00111011,binary_structured_exact_core|train_recommended_learning_target_v1
2f7f58de,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10001011,binary_structured_exact_core|train_recommended_learning_target_v1
34b9db0e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10001010,binary_structured_exact_core|train_recommended_learning_target_v1
36300e18,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",01011011,binary_structured_exact_core|train_recommended_learning_target_v1
3c58cf62,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",01111100,binary_structured_exact_core|train_recommended_learning_target_v1
4575c0a2,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",11001011,binary_structured_exact_core|train_recommended_learning_target_v1
4f89532c,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",11011001,binary_structured_exact_core|train_recommended_learning_target_v1
64890e18,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",00000011,binary_structured_exact_core|train_recommended_learning_target_v1
6d24205b,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",00100011,binary_structured_exact_core|train_recommended_learning_target_v1
88c482d3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10001000,binary_structured_exact_core|train_recommended_learning_target_v1
8c9fcc6b,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",11100111,binary_structured_exact_core|train_recommended_learning_target_v1
8d2290b0,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",11000110,binary_structured_exact_core|train_recommended_learning_target_v1
9016e3d3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10011111,binary_structured_exact_core|train_recommended_learning_target_v1
9d964043,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",11110001,binary_structured_exact_core|train_recommended_learning_target_v1
a0d317ce,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",01001000,binary_structured_exact_core|train_recommended_learning_target_v1
a4dd4cce,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",01001011,binary_structured_exact_core|train_recommended_learning_target_v1
a6f7139f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",00000111,binary_structured_exact_core|train_recommended_learning_target_v1
a794d193,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10101100,binary_structured_exact_core|train_recommended_learning_target_v1
a88c4f08,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"xor(shl,shr)",10001110,binary_structured_exact_core|train_recommended_learning_target_v1
c30a782a,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,3,exact_rule_commit|exact_closure_commit|anti_default1_commit,True,False,6.0,"choose(shl,shr,ror)",00110011,binary_logic_exact|current_proxy_fail|hard_default1_target|measured_regression|train_recommended_learning_target_v1
0dd5caf4,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,3,exact_rule_commit|exact_closure_commit|anti_default1_commit,False,False,5.0,"choose(shl,shl,rol)",00100110,binary_logic_exact|hard_default1_target|measured_regression|train_recommended_learning_target_v1
0536483a,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,True,3.0,"and(rol,ror)",00001100,base_to_current_validation_regressed|binary_logic_exact|current_validation_fail|train_recommended_learning_target_v1
06698d4e,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_byte_transform,2,exact_rule_commit|exact_closure_commit,False,True,1.0,binary_byte_transform,01100100,binary_logic_exact|current_validation_fail|train_recommended_learning_target_v1|v3_to_current_validation_regressed
89bcfe7c,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_three_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,7.0,"xor(shl,shr)",00000000,binary_logic_exact|train_recommended_learning_target_v1
f922f81c,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_four_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,7.0,"xor(shl,shr)",00000000,binary_logic_exact|train_recommended_learning_target_v1
016c474c,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00000001,binary_logic_exact|train_recommended_learning_target_v1
030479a6,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11010001,binary_logic_exact|train_recommended_learning_target_v1
08615ada,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10111110,binary_logic_exact|train_recommended_learning_target_v1
0a5e80bf,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11101101,binary_logic_exact|train_recommended_learning_target_v1
0d7aacfc,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10100100,binary_logic_exact|train_recommended_learning_target_v1
0fe06e8c,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10111001,binary_logic_exact|train_recommended_learning_target_v1
100e280a,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01011010,binary_logic_exact|train_recommended_learning_target_v1
118b6643,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10011000,binary_logic_exact|train_recommended_learning_target_v1
130a5dff,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10100011,binary_logic_exact|train_recommended_learning_target_v1
16186320,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10110010,binary_logic_exact|train_recommended_learning_target_v1
1fa373db,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00100100,binary_logic_exact|train_recommended_learning_target_v1
201b150e,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01100101,binary_logic_exact|train_recommended_learning_target_v1
20333a1f,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10010100,binary_logic_exact|train_recommended_learning_target_v1
22c34f56,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01111111,binary_logic_exact|train_recommended_learning_target_v1
2aae1021,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01000010,binary_logic_exact|train_recommended_learning_target_v1
2b28f527,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01010010,binary_logic_exact|train_recommended_learning_target_v1
3302f383,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10101001,binary_logic_exact|train_recommended_learning_target_v1
33910360,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10010010,binary_logic_exact|train_recommended_learning_target_v1
362e9e42,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01011001,binary_logic_exact|train_recommended_learning_target_v1
3ad042eb,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10010111,binary_logic_exact|train_recommended_learning_target_v1
3bd56850,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00010001,binary_logic_exact|train_recommended_learning_target_v1
413086bc,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01011001,binary_logic_exact|train_recommended_learning_target_v1
494e04ae,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01100010,binary_logic_exact|train_recommended_learning_target_v1
4ef3d311,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00101100,binary_logic_exact|train_recommended_learning_target_v1
5374b4ba,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11000101,binary_logic_exact|train_recommended_learning_target_v1
549838a3,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00010111,binary_logic_exact|train_recommended_learning_target_v1
574c9e17,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01111001,binary_logic_exact|train_recommended_learning_target_v1
5a9d4664,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11101101,binary_logic_exact|train_recommended_learning_target_v1
5e591674,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11110000,binary_logic_exact|train_recommended_learning_target_v1
6b730629,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01011110,binary_logic_exact|train_recommended_learning_target_v1
6deb3d5e,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10011101,binary_logic_exact|train_recommended_learning_target_v1
710cf035,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11000000,binary_logic_exact|train_recommended_learning_target_v1
738f7c2d,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11101101,binary_logic_exact|train_recommended_learning_target_v1
792a5ccd,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11010101,binary_logic_exact|train_recommended_learning_target_v1
7a5d00a7,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_four_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11111101,binary_logic_exact|train_recommended_learning_target_v1
7b412ac0,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10011101,binary_logic_exact|train_recommended_learning_target_v1
823be38e,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10100110,binary_logic_exact|train_recommended_learning_target_v1
8e96d488,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10100000,binary_logic_exact|train_recommended_learning_target_v1
99ff46bb,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00010111,binary_logic_exact|train_recommended_learning_target_v1
9bd65991,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10111010,binary_logic_exact|train_recommended_learning_target_v1
9d8897e8,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10111110,binary_logic_exact|train_recommended_learning_target_v1
9e61762f,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01110010,binary_logic_exact|train_recommended_learning_target_v1
a7104414,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10110010,binary_logic_exact|train_recommended_learning_target_v1
ae73892e,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_affine_xor,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01001110,binary_logic_exact|train_recommended_learning_target_v1
b0bc11f1,bit_manipulation,binary_logic_exact,verified_trace_ready,bit_other,binary_two_bit_boolean,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11011011,binary_logic_exact|train_recommended_learning_target_v1
